forecast_id,item_id,warehouse_id,forecast_start_date,forecast_end_date,forecasted_quantity,confidence_level
FCAST-006964,PROD-00798,WH-IN-0645,2025-09-04,2025-09-11,1045,0.85
FCAST-006965,PROD-00907,WH-IN-0324,2025-09-03,2025-09-18,312,0.8
FCAST-006966,PROD-00976,WH-IN-0598,2025-09-02,2025-09-09,658,0.92
FCAST-006967,PROD-00420,WH-IN-0637,2025-09-02,2025-09-09,1316,0.79
FCAST-006968,PROD-00661,WH-IN-0273,2025-09-05,2025-12-04,218,0.96
FCAST-006969,PROD-00676,WH-IN-0054,2025-09-05,2025-09-12,268,0.63
FCAST-006970,PROD-00963,WH-IN-0877,2025-09-02,2025-11-01,1811,0.77
FCAST-006971,PROD-00155,WH-IN-0393,2025-09-01,2025-11-30,770,0.84
FCAST-006972,PROD-00640,WH-IN-0549,2025-09-01,2025-11-30,751,0.88
FCAST-006973,PROD-00391,WH-IN-0102,2025-09-03,2025-09-10,424,0.84
FCAST-006974,PROD-00507,WH-IN-0794,2025-09-02,2025-12-01,12,0.72
FCAST-006975,PROD-00276,WH-IN-0990,2025-09-02,2025-11-01,679,0.8
FCAST-006976,PROD-00338,WH-IN-0676,2025-08-31,2025-09-07,952,0.61
FCAST-006977,PROD-00845,WH-IN-0261,2025-09-01,2025-09-08,132,0.86
FCAST-006978,PROD-00832,WH-IN-0186,2025-08-30,2025-10-29,825,0.8
FCAST-006979,PROD-00118,WH-IN-0981,2025-09-05,2025-11-04,12,0.66
FCAST-006980,PROD-00588,WH-IN-0124,2025-09-01,2025-09-16,1284,0.78
FCAST-006981,PROD-00136,WH-IN-0582,2025-09-04,2025-09-11,1299,0.93
FCAST-006982,PROD-00506,WH-IN-0239,2025-09-01,2025-09-08,1485,0.62
FCAST-006983,PROD-00801,WH-IN-0076,2025-09-02,2025-10-02,1137,0.75
FCAST-006984,PROD-00043,WH-IN-0966,2025-09-05,2025-12-04,1562,0.9
FCAST-006985,PROD-00427,WH-IN-0017,2025-09-03,2025-11-02,409,0.63
FCAST-006986,PROD-00278,WH-IN-0161,2025-08-30,2025-09-29,458,0.76
FCAST-006987,PROD-00711,WH-IN-0166,2025-08-31,2025-09-15,277,0.7
FCAST-006988,PROD-00947,WH-IN-0653,2025-09-02,2025-09-09,29,0.76
FCAST-006989,PROD-00495,WH-IN-0596,2025-08-30,2025-11-28,1743,0.82
FCAST-006990,PROD-00657,WH-IN-0096,2025-08-29,2025-11-27,1971,0.94
FCAST-006991,PROD-00132,WH-IN-0442,2025-09-05,2025-09-20,1409,0.85
FCAST-006992,PROD-00266,WH-IN-0952,2025-09-01,2025-10-01,1537,0.8
FCAST-006993,PROD-00273,WH-IN-0628,2025-09-01,2025-10-01,1587,0.6
FCAST-006994,PROD-00879,WH-IN-0366,2025-08-31,2025-09-15,483,0.69
FCAST-006995,PROD-00687,WH-IN-0004,2025-08-29,2025-10-28,1554,0.66
FCAST-006996,PROD-00532,WH-IN-0766,2025-09-02,2025-09-09,1750,0.66
FCAST-006997,PROD-00254,WH-IN-0159,2025-08-29,2025-11-27,1135,0.96
FCAST-006998,PROD-00939,WH-IN-0716,2025-09-02,2025-11-01,1880,0.8
FCAST-006999,PROD-00837,WH-IN-0301,2025-09-01,2025-10-01,710,0.79
FCAST-007000,PROD-00656,WH-IN-0255,2025-08-31,2025-09-15,1555,0.73
FCAST-007001,PROD-00097,WH-IN-0340,2025-09-04,2025-11-03,1982,0.72
FCAST-007002,PROD-00638,WH-IN-0755,2025-08-29,2025-09-05,210,0.96
FCAST-007003,PROD-00944,WH-IN-0866,2025-09-02,2025-11-01,1076,0.76
FCAST-007004,PROD-00800,WH-IN-0102,2025-09-03,2025-11-02,1318,0.9
FCAST-007005,PROD-00128,WH-IN-0955,2025-09-05,2025-11-04,368,0.89
FCAST-007006,PROD-00772,WH-IN-0609,2025-09-04,2025-11-03,1283,0.93
FCAST-007007,PROD-00164,WH-IN-0709,2025-09-05,2025-10-05,987,0.92
FCAST-007008,PROD-00726,WH-IN-0546,2025-08-30,2025-09-29,1975,0.61
FCAST-007009,PROD-00414,WH-IN-0744,2025-09-04,2025-12-03,95,0.75
FCAST-007010,PROD-00880,WH-IN-0830,2025-08-30,2025-09-29,819,0.87
FCAST-007011,PROD-00222,WH-IN-0031,2025-09-05,2025-11-04,415,0.9
FCAST-007012,PROD-00038,WH-IN-0408,2025-09-01,2025-10-31,600,0.77
FCAST-007013,PROD-00898,WH-IN-0298,2025-08-31,2025-09-07,807,0.75
FCAST-007014,PROD-00486,WH-IN-0379,2025-09-04,2025-10-04,774,0.95
FCAST-007015,PROD-00516,WH-IN-0173,2025-09-02,2025-10-02,41,0.87
FCAST-007016,PROD-00579,WH-IN-0836,2025-09-02,2025-09-17,326,0.75
FCAST-007017,PROD-00474,WH-IN-0565,2025-09-01,2025-09-16,1537,0.62
FCAST-007018,PROD-00189,WH-IN-0338,2025-08-31,2025-10-30,1652,0.97
FCAST-007019,PROD-00514,WH-IN-0042,2025-09-03,2025-10-03,199,0.69
FCAST-007020,PROD-00343,WH-IN-0417,2025-09-01,2025-10-01,1027,0.85
FCAST-007021,PROD-00551,WH-IN-0974,2025-09-04,2025-12-03,909,0.67
FCAST-007022,PROD-00236,WH-IN-0610,2025-08-29,2025-09-13,1867,0.71
FCAST-007023,PROD-00162,WH-IN-0779,2025-08-31,2025-10-30,427,0.8
FCAST-007024,PROD-00089,WH-IN-0644,2025-09-04,2025-09-19,610,0.95
FCAST-007025,PROD-00681,WH-IN-0922,2025-09-05,2025-09-12,450,0.82
FCAST-007026,PROD-00670,WH-IN-0285,2025-09-01,2025-09-08,32,0.6
FCAST-007027,PROD-00982,WH-IN-0911,2025-09-05,2025-09-20,1679,0.71
FCAST-007028,PROD-00116,WH-IN-0400,2025-08-29,2025-09-13,292,0.95
FCAST-007029,PROD-00038,WH-IN-0957,2025-09-02,2025-11-01,1659,0.7
FCAST-007030,PROD-00280,WH-IN-0119,2025-09-01,2025-09-08,680,0.72
FCAST-007031,PROD-00977,WH-IN-0285,2025-08-31,2025-11-29,196,0.83
FCAST-007032,PROD-00383,WH-IN-0694,2025-09-01,2025-11-30,961,0.88
FCAST-007033,PROD-00443,WH-IN-0399,2025-09-05,2025-09-12,1825,0.64
FCAST-007034,PROD-00943,WH-IN-0374,2025-09-01,2025-10-31,483,0.78
FCAST-007035,PROD-00422,WH-IN-0963,2025-08-29,2025-09-28,1491,0.94
FCAST-007036,PROD-00350,WH-IN-0774,2025-08-31,2025-11-29,575,0.85
FCAST-007037,PROD-00221,WH-IN-0566,2025-09-02,2025-11-01,840,0.73
FCAST-007038,PROD-00202,WH-IN-0133,2025-09-02,2025-09-17,1294,0.83
FCAST-007039,PROD-00501,WH-IN-0714,2025-09-03,2025-11-02,66,0.98
FCAST-007040,PROD-00858,WH-IN-0085,2025-08-31,2025-10-30,1942,0.95
FCAST-007041,PROD-00098,WH-IN-0686,2025-08-30,2025-09-14,1255,0.99
FCAST-007042,PROD-00238,WH-IN-0963,2025-08-29,2025-11-27,1098,0.74
FCAST-007043,PROD-00972,WH-IN-0329,2025-08-30,2025-09-29,124,0.9
FCAST-007044,PROD-00598,WH-IN-0113,2025-09-01,2025-10-01,1806,0.91
FCAST-007045,PROD-00742,WH-IN-0394,2025-09-04,2025-11-03,1332,0.86
FCAST-007046,PROD-00957,WH-IN-0097,2025-08-30,2025-10-29,96,0.96
FCAST-007047,PROD-00187,WH-IN-0380,2025-09-01,2025-10-01,996,0.98
FCAST-007048,PROD-00061,WH-IN-0391,2025-09-04,2025-10-04,557,0.85
FCAST-007049,PROD-00365,WH-IN-0593,2025-09-04,2025-12-03,1873,0.97
FCAST-007050,PROD-00925,WH-IN-0943,2025-08-31,2025-10-30,1125,0.7
FCAST-007051,PROD-00768,WH-IN-0226,2025-08-29,2025-09-05,701,0.92
FCAST-007052,PROD-00570,WH-IN-0580,2025-08-29,2025-10-28,54,0.65
FCAST-007053,PROD-00225,WH-IN-0286,2025-08-30,2025-09-14,441,0.7
FCAST-007054,PROD-00923,WH-IN-0550,2025-08-30,2025-09-14,1998,0.7
FCAST-007055,PROD-00021,WH-IN-0475,2025-09-05,2025-12-04,1548,0.93
FCAST-007056,PROD-00252,WH-IN-0470,2025-08-30,2025-11-28,12,0.8
FCAST-007057,PROD-00986,WH-IN-0745,2025-08-31,2025-11-29,1672,0.76
FCAST-007058,PROD-00937,WH-IN-0680,2025-08-30,2025-10-29,1511,0.68
FCAST-007059,PROD-00488,WH-IN-0495,2025-09-03,2025-10-03,1946,0.77
FCAST-007060,PROD-00634,WH-IN-0131,2025-09-03,2025-09-18,1230,0.77
FCAST-007061,PROD-00192,WH-IN-0842,2025-08-29,2025-11-27,1345,0.92
FCAST-007062,PROD-00270,WH-IN-0402,2025-09-03,2025-10-03,819,0.87
FCAST-007063,PROD-00579,WH-IN-0043,2025-08-30,2025-10-29,1955,0.88
FCAST-007064,PROD-00827,WH-IN-0329,2025-08-29,2025-09-05,1964,0.84
FCAST-007065,PROD-00535,WH-IN-0552,2025-09-01,2025-09-08,1697,0.92
FCAST-007066,PROD-00932,WH-IN-0275,2025-09-01,2025-09-16,1874,0.75
FCAST-007067,PROD-00385,WH-IN-0002,2025-08-31,2025-09-07,132,0.73
FCAST-007068,PROD-00598,WH-IN-0967,2025-09-05,2025-09-20,430,0.78
FCAST-007069,PROD-00120,WH-IN-0929,2025-09-03,2025-10-03,710,0.95
FCAST-007070,PROD-00648,WH-IN-0869,2025-08-31,2025-10-30,1619,0.64
FCAST-007071,PROD-00265,WH-IN-0707,2025-08-31,2025-09-15,887,0.74
FCAST-007072,PROD-00389,WH-IN-0629,2025-09-05,2025-11-04,1329,0.6
FCAST-007073,PROD-00052,WH-IN-0509,2025-08-30,2025-11-28,43,0.84
FCAST-007074,PROD-00730,WH-IN-0930,2025-08-30,2025-11-28,1116,0.95
FCAST-007075,PROD-00238,WH-IN-0166,2025-09-03,2025-10-03,53,0.9
FCAST-007076,PROD-00266,WH-IN-0536,2025-09-03,2025-12-02,752,0.96
FCAST-007077,PROD-00331,WH-IN-0633,2025-08-29,2025-10-28,825,0.93
FCAST-007078,PROD-00695,WH-IN-0043,2025-09-02,2025-11-01,1347,0.79
FCAST-007079,PROD-00115,WH-IN-0266,2025-08-30,2025-09-06,978,0.96
FCAST-007080,PROD-00555,WH-IN-0533,2025-08-29,2025-09-28,289,0.77
FCAST-007081,PROD-00573,WH-IN-0841,2025-08-30,2025-09-29,840,0.79
FCAST-007082,PROD-00780,WH-IN-0238,2025-08-29,2025-10-28,363,0.72
FCAST-007083,PROD-00100,WH-IN-0752,2025-09-05,2025-09-20,1631,0.67
FCAST-007084,PROD-00060,WH-IN-0171,2025-09-05,2025-09-12,1954,0.79
FCAST-007085,PROD-00560,WH-IN-0808,2025-09-04,2025-11-03,930,0.83
FCAST-007086,PROD-00798,WH-IN-0328,2025-08-29,2025-11-27,1309,0.8
FCAST-007087,PROD-00674,WH-IN-0189,2025-09-05,2025-11-04,1910,0.98
FCAST-007088,PROD-00195,WH-IN-0865,2025-08-29,2025-09-28,801,0.95
FCAST-007089,PROD-00653,WH-IN-0251,2025-09-04,2025-10-04,253,0.68
FCAST-007090,PROD-00011,WH-IN-0889,2025-08-30,2025-09-06,1378,0.71
FCAST-007091,PROD-00490,WH-IN-0176,2025-09-04,2025-09-11,1248,0.88
FCAST-007092,PROD-00531,WH-IN-0385,2025-09-04,2025-10-04,564,0.69
FCAST-007093,PROD-00144,WH-IN-0462,2025-08-30,2025-10-29,568,0.68
FCAST-007094,PROD-00174,WH-IN-0988,2025-08-30,2025-09-14,1806,0.71
FCAST-007095,PROD-00390,WH-IN-0605,2025-09-03,2025-11-02,1596,0.68
FCAST-007096,PROD-01000,WH-IN-0467,2025-09-02,2025-11-01,567,0.97
FCAST-007097,PROD-00519,WH-IN-0403,2025-09-04,2025-09-19,495,0.85
FCAST-007098,PROD-00685,WH-IN-0509,2025-09-03,2025-09-10,1207,0.97
FCAST-007099,PROD-00084,WH-IN-0310,2025-09-03,2025-12-02,344,0.88
FCAST-007100,PROD-00867,WH-IN-0448,2025-09-05,2025-09-20,842,0.96
FCAST-007101,PROD-00054,WH-IN-0463,2025-08-29,2025-09-28,506,0.61
FCAST-007102,PROD-00949,WH-IN-0427,2025-08-31,2025-09-07,1993,0.86
FCAST-007103,PROD-00933,WH-IN-0376,2025-09-05,2025-09-12,1481,0.82
FCAST-007104,PROD-00599,WH-IN-0154,2025-08-30,2025-10-29,481,0.77
FCAST-007105,PROD-00268,WH-IN-0275,2025-09-05,2025-09-20,1760,0.64
FCAST-007106,PROD-00745,WH-IN-0157,2025-08-31,2025-11-29,137,0.69
FCAST-007107,PROD-00544,WH-IN-0102,2025-09-04,2025-10-04,1067,0.98
FCAST-007108,PROD-00939,WH-IN-0762,2025-09-01,2025-11-30,1852,0.81
FCAST-007109,PROD-00809,WH-IN-0067,2025-08-31,2025-10-30,1559,0.89
FCAST-007110,PROD-00834,WH-IN-0278,2025-09-01,2025-11-30,487,0.78
FCAST-007111,PROD-00344,WH-IN-0468,2025-09-04,2025-09-11,1504,0.62
FCAST-007112,PROD-00953,WH-IN-0427,2025-09-02,2025-12-01,1173,0.76
FCAST-007113,PROD-00005,WH-IN-0554,2025-09-01,2025-09-16,1452,0.92
FCAST-007114,PROD-00826,WH-IN-0171,2025-09-02,2025-10-02,1811,0.7
FCAST-007115,PROD-00539,WH-IN-0584,2025-08-29,2025-11-27,1777,0.97
FCAST-007116,PROD-00851,WH-IN-0987,2025-08-29,2025-10-28,1467,0.79
FCAST-007117,PROD-00272,WH-IN-0371,2025-09-01,2025-09-16,1999,0.93
FCAST-007118,PROD-00821,WH-IN-0501,2025-09-02,2025-12-01,1845,0.95
FCAST-007119,PROD-00143,WH-IN-0636,2025-09-02,2025-11-01,193,0.96
FCAST-007120,PROD-00812,WH-IN-0337,2025-08-29,2025-11-27,577,0.65
FCAST-007121,PROD-00912,WH-IN-0175,2025-09-04,2025-10-04,275,0.66
FCAST-007122,PROD-00714,WH-IN-0855,2025-08-29,2025-09-13,1476,0.87
FCAST-007123,PROD-00150,WH-IN-0744,2025-08-31,2025-10-30,1598,0.97
FCAST-007124,PROD-00047,WH-IN-0581,2025-08-30,2025-09-06,1698,0.71
FCAST-007125,PROD-00764,WH-IN-0110,2025-08-30,2025-10-29,1456,0.92
FCAST-007126,PROD-00658,WH-IN-0166,2025-08-31,2025-10-30,1642,0.91
FCAST-007127,PROD-00973,WH-IN-0725,2025-09-03,2025-09-10,1161,0.77
FCAST-007128,PROD-00200,WH-IN-0767,2025-08-29,2025-09-28,321,0.74
FCAST-007129,PROD-00284,WH-IN-0318,2025-09-02,2025-09-17,1722,0.67
FCAST-007130,PROD-00998,WH-IN-0210,2025-09-05,2025-12-04,1848,0.64
FCAST-007131,PROD-00196,WH-IN-0201,2025-09-01,2025-09-16,974,0.9
FCAST-007132,PROD-00366,WH-IN-0761,2025-08-30,2025-09-29,1434,0.74
FCAST-007133,PROD-00478,WH-IN-0959,2025-08-30,2025-11-28,1796,0.91
FCAST-007134,PROD-00501,WH-IN-0146,2025-08-31,2025-09-30,578,0.73
FCAST-007135,PROD-00702,WH-IN-0728,2025-08-31,2025-11-29,407,0.93
FCAST-007136,PROD-00260,WH-IN-0903,2025-09-02,2025-09-17,1572,0.93
FCAST-007137,PROD-00177,WH-IN-0867,2025-08-29,2025-11-27,609,0.97
FCAST-007138,PROD-00338,WH-IN-0185,2025-09-04,2025-11-03,1111,0.73
FCAST-007139,PROD-00443,WH-IN-0272,2025-08-30,2025-09-14,1652,0.64
FCAST-007140,PROD-00763,WH-IN-0274,2025-08-29,2025-09-13,1836,0.94
FCAST-007141,PROD-00201,WH-IN-0598,2025-08-30,2025-09-14,462,0.89
FCAST-007142,PROD-00883,WH-IN-0016,2025-09-05,2025-12-04,183,0.88
FCAST-007143,PROD-00425,WH-IN-0615,2025-09-01,2025-09-08,918,0.81
FCAST-007144,PROD-00885,WH-IN-0919,2025-09-01,2025-09-16,544,0.86
FCAST-007145,PROD-00251,WH-IN-0218,2025-09-05,2025-10-05,1847,0.93
FCAST-007146,PROD-00387,WH-IN-0019,2025-09-05,2025-09-20,1426,0.67
FCAST-007147,PROD-00999,WH-IN-0258,2025-09-02,2025-09-17,424,0.93
FCAST-007148,PROD-00201,WH-IN-0920,2025-09-03,2025-12-02,1536,0.81
FCAST-007149,PROD-00573,WH-IN-0348,2025-08-31,2025-10-30,1014,0.96
FCAST-007150,PROD-00098,WH-IN-0869,2025-09-04,2025-10-04,165,0.66
FCAST-007151,PROD-00942,WH-IN-0329,2025-09-04,2025-11-03,1921,0.64
FCAST-007152,PROD-00510,WH-IN-0713,2025-09-03,2025-11-02,930,0.98
FCAST-007153,PROD-00115,WH-IN-0064,2025-09-04,2025-12-03,856,0.76
FCAST-007154,PROD-00266,WH-IN-0648,2025-09-03,2025-09-10,1090,0.64
FCAST-007155,PROD-00439,WH-IN-0154,2025-08-29,2025-09-05,378,0.82
FCAST-007156,PROD-00542,WH-IN-0583,2025-08-31,2025-09-30,1329,0.81
FCAST-007157,PROD-00500,WH-IN-0248,2025-08-30,2025-11-28,1802,0.88
FCAST-007158,PROD-00105,WH-IN-0631,2025-09-01,2025-09-08,289,0.68
FCAST-007159,PROD-00315,WH-IN-0434,2025-09-01,2025-11-30,288,0.9
FCAST-007160,PROD-00509,WH-IN-0142,2025-09-04,2025-12-03,277,0.83
FCAST-007161,PROD-00378,WH-IN-0583,2025-09-04,2025-10-04,1600,0.91
FCAST-007162,PROD-00971,WH-IN-0778,2025-09-02,2025-12-01,1510,0.69
FCAST-007163,PROD-00858,WH-IN-0794,2025-09-04,2025-11-03,963,0.81
FCAST-007164,PROD-00708,WH-IN-0932,2025-09-02,2025-09-09,1527,0.62
FCAST-007165,PROD-00701,WH-IN-0650,2025-09-02,2025-10-02,1739,0.89
FCAST-007166,PROD-00753,WH-IN-0213,2025-09-02,2025-10-02,1814,0.67
FCAST-007167,PROD-00814,WH-IN-0071,2025-09-05,2025-12-04,1415,0.67
FCAST-007168,PROD-00534,WH-IN-0661,2025-09-05,2025-11-04,1990,0.99
FCAST-007169,PROD-00378,WH-IN-0243,2025-09-04,2025-09-19,1372,0.66
FCAST-007170,PROD-00078,WH-IN-0399,2025-09-05,2025-12-04,1656,0.72
FCAST-007171,PROD-00446,WH-IN-0719,2025-09-05,2025-09-12,665,0.6
FCAST-007172,PROD-00890,WH-IN-0205,2025-08-29,2025-09-05,421,0.87
FCAST-007173,PROD-00414,WH-IN-0260,2025-09-01,2025-10-31,1806,0.96
FCAST-007174,PROD-00573,WH-IN-0869,2025-09-01,2025-11-30,874,0.62
FCAST-007175,PROD-00587,WH-IN-0904,2025-08-30,2025-10-29,1486,0.99
FCAST-007176,PROD-00848,WH-IN-0582,2025-08-30,2025-11-28,1208,0.9
FCAST-007177,PROD-00866,WH-IN-0102,2025-09-01,2025-09-08,478,0.74
FCAST-007178,PROD-00963,WH-IN-0811,2025-08-31,2025-09-15,181,0.98
FCAST-007179,PROD-00930,WH-IN-0055,2025-09-03,2025-09-18,1323,0.78
FCAST-007180,PROD-00427,WH-IN-0224,2025-08-30,2025-11-28,1037,0.86
FCAST-007181,PROD-00899,WH-IN-0353,2025-09-01,2025-09-16,1933,0.85
FCAST-007182,PROD-00138,WH-IN-0785,2025-08-31,2025-09-07,1007,0.95
FCAST-007183,PROD-00402,WH-IN-0234,2025-08-31,2025-09-15,1269,0.86
FCAST-007184,PROD-00570,WH-IN-0503,2025-09-04,2025-12-03,821,0.72
FCAST-007185,PROD-00169,WH-IN-0112,2025-08-31,2025-11-29,426,0.6
FCAST-007186,PROD-00966,WH-IN-0777,2025-09-05,2025-09-20,1135,0.85
FCAST-007187,PROD-00727,WH-IN-0253,2025-09-02,2025-11-01,1784,0.9
FCAST-007188,PROD-00142,WH-IN-0954,2025-08-31,2025-11-29,584,0.75
FCAST-007189,PROD-00574,WH-IN-0405,2025-09-03,2025-12-02,493,0.88
FCAST-007190,PROD-00868,WH-IN-0944,2025-09-01,2025-10-31,182,0.75
FCAST-007191,PROD-00642,WH-IN-0635,2025-09-04,2025-12-03,1652,0.76
FCAST-007192,PROD-00683,WH-IN-0668,2025-09-04,2025-10-04,1739,0.61
FCAST-007193,PROD-00144,WH-IN-0914,2025-08-31,2025-09-30,1382,0.98
FCAST-007194,PROD-00676,WH-IN-0603,2025-09-01,2025-09-16,850,0.97
FCAST-007195,PROD-00708,WH-IN-0431,2025-09-02,2025-11-01,335,0.8
FCAST-007196,PROD-00966,WH-IN-0513,2025-09-05,2025-11-04,43,0.85
FCAST-007197,PROD-00149,WH-IN-0277,2025-09-05,2025-12-04,134,0.68
FCAST-007198,PROD-00624,WH-IN-0637,2025-08-30,2025-09-14,503,0.85
FCAST-007199,PROD-00166,WH-IN-0391,2025-09-04,2025-11-03,1713,0.65
FCAST-007200,PROD-00199,WH-IN-0488,2025-09-03,2025-09-10,447,0.65
FCAST-007201,PROD-00755,WH-IN-0127,2025-08-31,2025-11-29,1234,0.66
FCAST-007202,PROD-00428,WH-IN-0817,2025-09-04,2025-11-03,28,0.77
FCAST-007203,PROD-00254,WH-IN-0272,2025-08-29,2025-09-05,1544,0.9
FCAST-007204,PROD-00190,WH-IN-0749,2025-09-03,2025-12-02,1750,0.76
FCAST-007205,PROD-00533,WH-IN-0114,2025-09-02,2025-11-01,127,0.75
FCAST-007206,PROD-00901,WH-IN-0393,2025-09-01,2025-09-16,124,0.67
FCAST-007207,PROD-00084,WH-IN-0453,2025-09-01,2025-10-01,1977,0.84
FCAST-007208,PROD-00608,WH-IN-0438,2025-09-04,2025-09-19,496,0.91
FCAST-007209,PROD-00506,WH-IN-0139,2025-09-05,2025-09-12,1697,0.66
FCAST-007210,PROD-00466,WH-IN-0528,2025-08-30,2025-09-14,17,0.71
FCAST-007211,PROD-00357,WH-IN-0045,2025-08-31,2025-09-15,1402,0.75
FCAST-007212,PROD-00207,WH-IN-0211,2025-08-29,2025-09-13,65,0.83
FCAST-007213,PROD-00649,WH-IN-0679,2025-09-05,2025-09-12,469,0.76
FCAST-007214,PROD-00663,WH-IN-0790,2025-08-30,2025-11-28,406,0.62
FCAST-007215,PROD-00902,WH-IN-0368,2025-08-29,2025-09-13,587,0.89
FCAST-007216,PROD-00186,WH-IN-0122,2025-09-03,2025-09-18,125,0.96
FCAST-007217,PROD-00127,WH-IN-0377,2025-08-31,2025-09-07,1317,0.98
FCAST-007218,PROD-00361,WH-IN-0429,2025-08-30,2025-09-29,1167,0.78
FCAST-007219,PROD-00370,WH-IN-0092,2025-09-02,2025-11-01,334,0.7
FCAST-007220,PROD-00298,WH-IN-0540,2025-08-29,2025-09-28,523,0.71
FCAST-007221,PROD-00965,WH-IN-0853,2025-08-31,2025-09-07,1541,0.81
FCAST-007222,PROD-00488,WH-IN-0316,2025-09-04,2025-10-04,839,0.63
FCAST-007223,PROD-00790,WH-IN-0761,2025-09-02,2025-09-09,1019,0.61
FCAST-007224,PROD-00335,WH-IN-0480,2025-09-05,2025-12-04,525,0.86
FCAST-007225,PROD-00842,WH-IN-0537,2025-08-31,2025-11-29,959,0.93
FCAST-007226,PROD-00944,WH-IN-0064,2025-08-30,2025-09-29,10,0.9
FCAST-007227,PROD-00541,WH-IN-0754,2025-09-01,2025-09-08,708,0.9
FCAST-007228,PROD-00494,WH-IN-0517,2025-09-02,2025-09-17,192,0.82
FCAST-007229,PROD-00112,WH-IN-0430,2025-08-29,2025-09-28,583,0.87
FCAST-007230,PROD-00288,WH-IN-0829,2025-09-02,2025-11-01,986,0.95
FCAST-007231,PROD-00017,WH-IN-0858,2025-09-04,2025-11-03,103,0.71
FCAST-007232,PROD-00061,WH-IN-0189,2025-08-29,2025-09-28,879,0.74
FCAST-007233,PROD-00168,WH-IN-0165,2025-08-31,2025-11-29,1965,0.73
FCAST-007234,PROD-00449,WH-IN-0077,2025-08-31,2025-11-29,1339,0.74
FCAST-007235,PROD-00211,WH-IN-0174,2025-09-01,2025-11-30,813,0.6
FCAST-007236,PROD-00337,WH-IN-0444,2025-09-03,2025-09-10,667,0.74
FCAST-007237,PROD-00171,WH-IN-0724,2025-09-05,2025-10-05,740,0.88
FCAST-007238,PROD-00123,WH-IN-0444,2025-09-03,2025-12-02,670,0.78
FCAST-007239,PROD-00130,WH-IN-0741,2025-09-04,2025-10-04,514,0.7
FCAST-007240,PROD-00159,WH-IN-0916,2025-08-29,2025-09-13,1927,0.67
FCAST-007241,PROD-00588,WH-IN-0371,2025-09-01,2025-09-08,1115,0.61
FCAST-007242,PROD-00480,WH-IN-0530,2025-09-04,2025-11-03,1440,0.95
FCAST-007243,PROD-00836,WH-IN-0814,2025-09-03,2025-12-02,1261,0.68
FCAST-007244,PROD-00697,WH-IN-0957,2025-08-29,2025-09-05,83,0.84
FCAST-007245,PROD-00289,WH-IN-0248,2025-09-03,2025-11-02,1463,0.74
FCAST-007246,PROD-00828,WH-IN-0533,2025-09-01,2025-09-08,993,0.71
FCAST-007247,PROD-00189,WH-IN-0567,2025-09-02,2025-11-01,482,0.63
FCAST-007248,PROD-00330,WH-IN-0659,2025-09-03,2025-09-18,1919,0.64
FCAST-007249,PROD-00279,WH-IN-0918,2025-09-03,2025-09-10,986,0.7
FCAST-007250,PROD-00606,WH-IN-0813,2025-08-29,2025-09-13,358,0.97
FCAST-007251,PROD-00763,WH-IN-0211,2025-08-30,2025-11-28,1742,0.65
FCAST-007252,PROD-00191,WH-IN-0862,2025-09-05,2025-10-05,799,0.71
FCAST-007253,PROD-00464,WH-IN-0676,2025-09-04,2025-09-19,71,0.87
FCAST-007254,PROD-00403,WH-IN-0259,2025-09-03,2025-12-02,923,0.79
FCAST-007255,PROD-00916,WH-IN-0446,2025-09-04,2025-09-19,1584,0.73
FCAST-007256,PROD-00347,WH-IN-0757,2025-08-29,2025-09-13,469,0.8
FCAST-007257,PROD-00456,WH-IN-0463,2025-09-03,2025-10-03,696,0.86
FCAST-007258,PROD-00422,WH-IN-0473,2025-09-02,2025-12-01,1122,0.79
FCAST-007259,PROD-00523,WH-IN-0652,2025-08-30,2025-09-06,1613,0.76
FCAST-007260,PROD-00073,WH-IN-0662,2025-08-31,2025-09-07,115,0.98
FCAST-007261,PROD-00353,WH-IN-0449,2025-09-01,2025-10-31,1340,0.86
FCAST-007262,PROD-00007,WH-IN-0556,2025-08-29,2025-09-28,901,0.93
FCAST-007263,PROD-00611,WH-IN-0269,2025-09-01,2025-09-16,766,0.82
FCAST-007264,PROD-00253,WH-IN-0003,2025-09-01,2025-10-01,398,0.68
FCAST-007265,PROD-00999,WH-IN-0487,2025-08-31,2025-09-15,1817,0.98
FCAST-007266,PROD-00670,WH-IN-0567,2025-09-03,2025-09-10,954,0.76
FCAST-007267,PROD-00517,WH-IN-0426,2025-09-04,2025-11-03,1809,0.84
FCAST-007268,PROD-00803,WH-IN-0539,2025-09-01,2025-09-16,188,0.69
FCAST-007269,PROD-00386,WH-IN-0679,2025-09-02,2025-09-17,351,0.65
FCAST-007270,PROD-00558,WH-IN-0877,2025-09-04,2025-12-03,1481,0.78
FCAST-007271,PROD-00412,WH-IN-0085,2025-09-04,2025-11-03,1416,0.67
FCAST-007272,PROD-00687,WH-IN-0718,2025-09-02,2025-09-17,1430,0.69
FCAST-007273,PROD-00316,WH-IN-0759,2025-09-03,2025-10-03,1686,0.81
FCAST-007274,PROD-00291,WH-IN-0513,2025-08-30,2025-11-28,1229,0.89
FCAST-007275,PROD-00360,WH-IN-0585,2025-09-02,2025-10-02,1862,0.77
FCAST-007276,PROD-00289,WH-IN-0518,2025-09-05,2025-09-20,585,0.86
