confirmation_id,item_id,quantity,source_warehouse_id,destination_warehouse_id,schedule_date,estimated_arrival_date,status
RSTK-001545,PROD-00318,289,WH-IN-0525,WH-IN-0909,2025-09-04 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-001546,PROD-00530,386,WH-IN-0027,WH-IN-0659,2025-09-01 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-001547,PROD-00295,129,WH-IN-0042,WH-IN-0065,2025-09-10 19:59:12,2025-09-20 19:59:12,Cancelled
RSTK-001548,PROD-00499,417,WH-IN-0945,WH-IN-0922,2025-09-03 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-001549,PROD-00649,169,WH-IN-0142,WH-IN-0529,2025-09-05 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001550,PROD-00074,353,WH-IN-0973,WH-IN-0640,2025-09-06 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-001551,PROD-00223,224,WH-IN-0321,WH-IN-0349,2025-09-05 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001552,PROD-00857,837,WH-IN-0420,WH-IN-0336,2025-09-07 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001553,PROD-00628,76,WH-IN-0445,WH-IN-0438,2025-09-12 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-001554,PROD-00677,578,WH-IN-0895,WH-IN-0771,2025-08-30 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-001555,PROD-00730,202,WH-IN-0207,WH-IN-0960,2025-09-10 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001556,PROD-00792,694,WH-IN-0715,WH-IN-0523,2025-09-05 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-001557,PROD-00947,979,WH-IN-0897,WH-IN-0479,2025-09-10 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-001558,PROD-00458,225,WH-IN-0189,WH-IN-0703,2025-08-30 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-001559,PROD-00919,982,WH-IN-0972,WH-IN-0550,2025-08-31 19:59:12,2025-09-03 19:59:12,In Transit
RSTK-001560,PROD-00658,807,WH-IN-0237,WH-IN-0687,2025-09-10 19:59:12,2025-09-20 19:59:12,Scheduled
RSTK-001561,PROD-00692,347,WH-IN-0298,WH-IN-0268,2025-09-04 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001562,PROD-00105,444,WH-IN-0617,WH-IN-0884,2025-09-01 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001563,PROD-00546,300,WH-IN-0821,WH-IN-0509,2025-09-09 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-001564,PROD-00826,261,WH-IN-0103,WH-IN-0839,2025-09-10 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001565,PROD-00523,400,WH-IN-0696,WH-IN-0251,2025-09-03 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-001566,PROD-00655,662,WH-IN-0995,WH-IN-0209,2025-08-31 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-001567,PROD-00683,54,WH-IN-0896,WH-IN-0297,2025-09-06 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-001568,PROD-00810,337,WH-IN-0897,WH-IN-0995,2025-09-07 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001569,PROD-00981,396,WH-IN-0012,WH-IN-0088,2025-09-12 19:59:12,2025-09-22 19:59:12,In Transit
RSTK-001570,PROD-00515,90,WH-IN-0366,WH-IN-0114,2025-09-07 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-001571,PROD-00407,720,WH-IN-0491,WH-IN-0642,2025-09-03 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001572,PROD-00601,655,WH-IN-0147,WH-IN-0717,2025-08-30 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-001573,PROD-00783,545,WH-IN-0343,WH-IN-0268,2025-09-11 19:59:12,2025-09-18 19:59:12,Scheduled
RSTK-001574,PROD-00480,704,WH-IN-0189,WH-IN-0110,2025-09-07 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-001575,PROD-00059,155,WH-IN-0293,WH-IN-0205,2025-09-02 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-001576,PROD-00795,975,WH-IN-0823,WH-IN-0433,2025-09-09 19:59:12,2025-09-17 19:59:12,In Transit
RSTK-001577,PROD-00831,945,WH-IN-0370,WH-IN-0296,2025-09-06 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-001578,PROD-00361,730,WH-IN-0575,WH-IN-0283,2025-09-04 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-001579,PROD-00872,181,WH-IN-0875,WH-IN-0611,2025-09-09 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-001580,PROD-00887,434,WH-IN-0998,WH-IN-0939,2025-09-02 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001581,PROD-00150,359,WH-IN-0814,WH-IN-0166,2025-09-01 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-001582,PROD-00968,599,WH-IN-0267,WH-IN-0074,2025-09-11 19:59:12,2025-09-21 19:59:12,Delivered
RSTK-001583,PROD-00485,81,WH-IN-0843,WH-IN-0997,2025-09-01 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-001584,PROD-00693,883,WH-IN-0281,WH-IN-0343,2025-09-05 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-001585,PROD-00421,949,WH-IN-0411,WH-IN-0060,2025-09-10 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-001586,PROD-00449,228,WH-IN-0461,WH-IN-0570,2025-09-08 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001587,PROD-00232,394,WH-IN-0665,WH-IN-0425,2025-09-12 19:59:12,2025-09-18 19:59:12,Scheduled
RSTK-001588,PROD-00366,89,WH-IN-0306,WH-IN-0002,2025-09-02 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-001589,PROD-00679,897,WH-IN-0436,WH-IN-0114,2025-09-01 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-001590,PROD-00298,438,WH-IN-0165,WH-IN-0815,2025-08-30 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001591,PROD-00887,261,WH-IN-0133,WH-IN-0539,2025-09-07 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-001592,PROD-00888,900,WH-IN-0332,WH-IN-0613,2025-09-12 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001593,PROD-00224,215,WH-IN-0793,WH-IN-0857,2025-09-06 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-001594,PROD-00818,78,WH-IN-0671,WH-IN-0663,2025-09-06 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-001595,PROD-00649,993,WH-IN-0092,WH-IN-0307,2025-09-11 19:59:12,2025-09-21 19:59:12,In Transit
RSTK-001596,PROD-00331,551,WH-IN-0620,WH-IN-0530,2025-09-05 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-001597,PROD-00391,795,WH-IN-0700,WH-IN-0272,2025-09-12 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-001598,PROD-00268,402,WH-IN-0149,WH-IN-0515,2025-09-06 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-001599,PROD-00050,943,WH-IN-0179,WH-IN-0143,2025-09-02 19:59:12,2025-09-04 19:59:12,In Transit
RSTK-001600,PROD-00029,55,WH-IN-0126,WH-IN-0598,2025-09-04 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-001601,PROD-00747,859,WH-IN-0104,WH-IN-0164,2025-09-04 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-001602,PROD-00944,469,WH-IN-0549,WH-IN-0083,2025-08-30 19:59:12,2025-09-01 19:59:12,In Transit
RSTK-001603,PROD-00958,569,WH-IN-0249,WH-IN-0888,2025-09-06 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-001604,PROD-00950,987,WH-IN-0319,WH-IN-0002,2025-09-06 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-001605,PROD-00513,573,WH-IN-0278,WH-IN-0473,2025-09-09 19:59:12,2025-09-19 19:59:12,In Transit
RSTK-001606,PROD-00182,600,WH-IN-0971,WH-IN-0502,2025-09-09 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-001607,PROD-00998,601,WH-IN-0333,WH-IN-0612,2025-08-31 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-001608,PROD-00658,672,WH-IN-0816,WH-IN-0279,2025-09-03 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-001609,PROD-00542,233,WH-IN-0604,WH-IN-0099,2025-09-01 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-001610,PROD-00849,789,WH-IN-0285,WH-IN-0953,2025-08-31 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001611,PROD-00273,717,WH-IN-0615,WH-IN-0439,2025-09-10 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-001612,PROD-00705,172,WH-IN-0054,WH-IN-0445,2025-08-30 19:59:12,2025-09-02 19:59:12,Scheduled
RSTK-001613,PROD-00925,601,WH-IN-0529,WH-IN-0289,2025-08-31 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-001614,PROD-00757,433,WH-IN-0188,WH-IN-0493,2025-09-02 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001615,PROD-00329,362,WH-IN-0727,WH-IN-0924,2025-09-04 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-001616,PROD-00321,489,WH-IN-0552,WH-IN-0999,2025-08-30 19:59:12,2025-09-02 19:59:12,Scheduled
RSTK-001617,PROD-00731,756,WH-IN-0092,WH-IN-0994,2025-09-12 19:59:12,2025-09-22 19:59:12,Scheduled
RSTK-001618,PROD-00895,210,WH-IN-0657,WH-IN-0697,2025-09-02 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-001619,PROD-00981,431,WH-IN-0254,WH-IN-0866,2025-08-31 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-001620,PROD-00447,671,WH-IN-0078,WH-IN-0111,2025-09-12 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-001621,PROD-00491,574,WH-IN-0495,WH-IN-0387,2025-09-04 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001622,PROD-00304,343,WH-IN-0362,WH-IN-0451,2025-09-09 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-001623,PROD-00227,945,WH-IN-0851,WH-IN-0906,2025-09-05 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001624,PROD-00713,127,WH-IN-0547,WH-IN-0730,2025-08-31 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-001625,PROD-00976,860,WH-IN-0152,WH-IN-0864,2025-09-05 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-001626,PROD-00476,168,WH-IN-0999,WH-IN-0746,2025-09-03 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-001627,PROD-00948,948,WH-IN-0747,WH-IN-0894,2025-09-05 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-001628,PROD-00024,358,WH-IN-0093,WH-IN-0349,2025-09-04 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001629,PROD-00969,287,WH-IN-0528,WH-IN-0899,2025-09-03 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-001630,PROD-00816,878,WH-IN-0911,WH-IN-0266,2025-09-04 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-001631,PROD-00761,470,WH-IN-0316,WH-IN-0853,2025-09-06 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-001632,PROD-00687,550,WH-IN-0687,WH-IN-0665,2025-09-05 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-001633,PROD-00504,744,WH-IN-0999,WH-IN-0407,2025-09-12 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-001634,PROD-00183,94,WH-IN-0023,WH-IN-0205,2025-09-10 19:59:12,2025-09-19 19:59:12,Delivered
RSTK-001635,PROD-00671,665,WH-IN-0579,WH-IN-0273,2025-09-09 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-001636,PROD-00204,918,WH-IN-0817,WH-IN-0663,2025-09-11 19:59:12,2025-09-18 19:59:12,Delivered
RSTK-001637,PROD-00971,677,WH-IN-0107,WH-IN-0942,2025-09-12 19:59:12,2025-09-16 19:59:12,Cancelled
RSTK-001638,PROD-00994,479,WH-IN-0473,WH-IN-0520,2025-09-11 19:59:12,2025-09-20 19:59:12,Cancelled
RSTK-001639,PROD-00159,310,WH-IN-0791,WH-IN-0262,2025-09-02 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-001640,PROD-00810,265,WH-IN-0215,WH-IN-0885,2025-09-10 19:59:12,2025-09-17 19:59:12,Delivered
RSTK-001641,PROD-00908,117,WH-IN-0849,WH-IN-0701,2025-09-01 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001642,PROD-00545,271,WH-IN-0455,WH-IN-0851,2025-09-12 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-001643,PROD-00994,138,WH-IN-0998,WH-IN-0091,2025-09-09 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-001644,PROD-00758,800,WH-IN-0927,WH-IN-0724,2025-09-03 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-001645,PROD-00780,505,WH-IN-0083,WH-IN-0901,2025-09-03 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-001646,PROD-00420,413,WH-IN-0695,WH-IN-0481,2025-09-03 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-001647,PROD-00766,219,WH-IN-0361,WH-IN-0522,2025-09-05 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-001648,PROD-00391,198,WH-IN-0371,WH-IN-0219,2025-09-09 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-001649,PROD-00982,774,WH-IN-0730,WH-IN-0656,2025-09-02 19:59:12,2025-09-04 19:59:12,Cancelled
RSTK-001650,PROD-00546,434,WH-IN-0103,WH-IN-0401,2025-08-30 19:59:12,2025-08-31 19:59:12,Delivered
RSTK-001651,PROD-00057,950,WH-IN-0682,WH-IN-0767,2025-09-02 19:59:12,2025-09-03 19:59:12,In Transit
RSTK-001652,PROD-00791,804,WH-IN-0999,WH-IN-0541,2025-08-30 19:59:12,2025-08-31 19:59:12,In Transit
RSTK-001653,PROD-00414,666,WH-IN-0083,WH-IN-0448,2025-09-11 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-001654,PROD-00177,523,WH-IN-0929,WH-IN-0684,2025-09-01 19:59:12,2025-09-04 19:59:12,Cancelled
RSTK-001655,PROD-00129,241,WH-IN-0382,WH-IN-0917,2025-09-06 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001656,PROD-00557,979,WH-IN-0508,WH-IN-0020,2025-09-10 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-001657,PROD-00617,982,WH-IN-0739,WH-IN-0863,2025-09-11 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-001658,PROD-00437,270,WH-IN-0472,WH-IN-0547,2025-09-02 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001659,PROD-00425,912,WH-IN-0319,WH-IN-0347,2025-09-05 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-001660,PROD-00005,559,WH-IN-0284,WH-IN-0375,2025-09-06 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-001661,PROD-00287,766,WH-IN-0595,WH-IN-0092,2025-09-06 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-001662,PROD-00126,710,WH-IN-0334,WH-IN-0808,2025-09-02 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001663,PROD-00178,104,WH-IN-0668,WH-IN-0020,2025-09-10 19:59:12,2025-09-19 19:59:12,Delivered
RSTK-001664,PROD-00858,60,WH-IN-0532,WH-IN-0862,2025-08-30 19:59:12,2025-09-01 19:59:12,Scheduled
RSTK-001665,PROD-00955,168,WH-IN-0053,WH-IN-0402,2025-09-10 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-001666,PROD-00946,481,WH-IN-0237,WH-IN-0673,2025-09-12 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-001667,PROD-00358,334,WH-IN-0346,WH-IN-0882,2025-09-09 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-001668,PROD-00779,927,WH-IN-0560,WH-IN-0086,2025-09-07 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001669,PROD-00100,667,WH-IN-0446,WH-IN-0788,2025-09-09 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-001670,PROD-00508,643,WH-IN-0825,WH-IN-0491,2025-08-31 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-001671,PROD-00341,998,WH-IN-0934,WH-IN-0231,2025-09-02 19:59:12,2025-09-04 19:59:12,Cancelled
RSTK-001672,PROD-00150,272,WH-IN-0296,WH-IN-0128,2025-09-04 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-001673,PROD-00058,227,WH-IN-0788,WH-IN-0838,2025-09-02 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-001674,PROD-00921,542,WH-IN-0130,WH-IN-0982,2025-08-30 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-001675,PROD-00747,198,WH-IN-0182,WH-IN-0236,2025-09-07 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-001676,PROD-00081,740,WH-IN-0389,WH-IN-0963,2025-09-07 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001677,PROD-00425,985,WH-IN-0754,WH-IN-0964,2025-09-02 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-001678,PROD-00113,223,WH-IN-0718,WH-IN-0294,2025-09-12 19:59:12,2025-09-20 19:59:12,Scheduled
RSTK-001679,PROD-00143,618,WH-IN-0203,WH-IN-0497,2025-09-10 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-001680,PROD-00776,774,WH-IN-0348,WH-IN-0642,2025-08-30 19:59:12,2025-08-31 19:59:12,Cancelled
RSTK-001681,PROD-00847,768,WH-IN-0862,WH-IN-0583,2025-08-31 19:59:12,2025-09-02 19:59:12,In Transit
RSTK-001682,PROD-00039,849,WH-IN-0562,WH-IN-0037,2025-09-03 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001683,PROD-00799,181,WH-IN-0796,WH-IN-0826,2025-09-12 19:59:12,2025-09-19 19:59:12,Delivered
RSTK-001684,PROD-00426,933,WH-IN-0099,WH-IN-0685,2025-08-30 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-001685,PROD-00393,374,WH-IN-0125,WH-IN-0265,2025-09-01 19:59:12,2025-09-04 19:59:12,Cancelled
RSTK-001686,PROD-00204,384,WH-IN-0603,WH-IN-0091,2025-09-10 19:59:12,2025-09-19 19:59:12,Delivered
RSTK-001687,PROD-00653,972,WH-IN-0280,WH-IN-0846,2025-09-02 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-001688,PROD-00158,114,WH-IN-0877,WH-IN-0507,2025-09-01 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001689,PROD-00586,612,WH-IN-0403,WH-IN-0815,2025-09-05 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001690,PROD-00886,793,WH-IN-0007,WH-IN-0611,2025-09-08 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-001691,PROD-00796,367,WH-IN-0538,WH-IN-0490,2025-08-31 19:59:12,2025-09-03 19:59:12,Scheduled
RSTK-001692,PROD-00230,471,WH-IN-0939,WH-IN-0435,2025-09-07 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-001693,PROD-00984,244,WH-IN-0914,WH-IN-0807,2025-09-05 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-001694,PROD-00851,590,WH-IN-0493,WH-IN-0045,2025-08-31 19:59:12,2025-09-02 19:59:12,Delivered
RSTK-001695,PROD-00439,735,WH-IN-0200,WH-IN-0496,2025-09-05 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-001696,PROD-00884,789,WH-IN-0775,WH-IN-0759,2025-09-11 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-001697,PROD-00149,64,WH-IN-0612,WH-IN-0152,2025-09-07 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001698,PROD-00173,313,WH-IN-0991,WH-IN-0687,2025-09-06 19:59:12,2025-09-12 19:59:12,Cancelled
RSTK-001699,PROD-00760,446,WH-IN-0419,WH-IN-0108,2025-08-30 19:59:12,2025-09-03 19:59:12,Cancelled
RSTK-001700,PROD-00463,221,WH-IN-0329,WH-IN-0497,2025-09-05 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-001701,PROD-00520,272,WH-IN-0801,WH-IN-0892,2025-09-05 19:59:12,2025-09-12 19:59:12,Cancelled
RSTK-001702,PROD-00398,223,WH-IN-0835,WH-IN-0200,2025-09-12 19:59:12,2025-09-20 19:59:12,In Transit
RSTK-001703,PROD-00571,89,WH-IN-0825,WH-IN-0334,2025-08-31 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-001704,PROD-00506,238,WH-IN-0585,WH-IN-0741,2025-09-10 19:59:12,2025-09-16 19:59:12,Cancelled
RSTK-001705,PROD-00702,997,WH-IN-0426,WH-IN-0614,2025-09-04 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001706,PROD-00334,569,WH-IN-0842,WH-IN-0821,2025-09-04 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-001707,PROD-00657,716,WH-IN-0153,WH-IN-0760,2025-09-04 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-001708,PROD-00459,61,WH-IN-0990,WH-IN-0115,2025-08-30 19:59:12,2025-09-05 19:59:12,Cancelled
RSTK-001709,PROD-00680,538,WH-IN-0699,WH-IN-0148,2025-09-01 19:59:12,2025-09-03 19:59:12,In Transit
RSTK-001710,PROD-00119,207,WH-IN-0729,WH-IN-0139,2025-09-04 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-001711,PROD-00724,531,WH-IN-0623,WH-IN-0411,2025-09-10 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-001712,PROD-00561,947,WH-IN-0255,WH-IN-0660,2025-09-09 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-001713,PROD-00411,508,WH-IN-0545,WH-IN-0528,2025-09-09 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-001714,PROD-00086,813,WH-IN-0226,WH-IN-0525,2025-09-08 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-001715,PROD-00313,356,WH-IN-0045,WH-IN-0211,2025-08-30 19:59:12,2025-09-07 19:59:12,Delivered
RSTK-001716,PROD-00722,794,WH-IN-0046,WH-IN-0457,2025-09-07 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001717,PROD-00858,810,WH-IN-0818,WH-IN-0140,2025-09-03 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-001718,PROD-00322,482,WH-IN-0906,WH-IN-0547,2025-09-11 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-001719,PROD-00320,613,WH-IN-0041,WH-IN-0010,2025-09-06 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001720,PROD-00074,287,WH-IN-0257,WH-IN-0235,2025-09-09 19:59:12,2025-09-18 19:59:12,Cancelled
RSTK-001721,PROD-00125,829,WH-IN-0722,WH-IN-0416,2025-09-01 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001722,PROD-00010,676,WH-IN-0819,WH-IN-0454,2025-09-08 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-001723,PROD-00938,385,WH-IN-0971,WH-IN-0701,2025-08-31 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-001724,PROD-00090,412,WH-IN-0930,WH-IN-0990,2025-09-10 19:59:12,2025-09-17 19:59:12,Delivered
RSTK-001725,PROD-00297,613,WH-IN-0138,WH-IN-0959,2025-08-31 19:59:12,2025-09-01 19:59:12,In Transit
RSTK-001726,PROD-00870,999,WH-IN-0671,WH-IN-0166,2025-09-02 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-001727,PROD-00430,761,WH-IN-0720,WH-IN-0152,2025-09-09 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001728,PROD-00101,797,WH-IN-0913,WH-IN-0797,2025-09-12 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001729,PROD-00157,691,WH-IN-0768,WH-IN-0622,2025-09-05 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-001730,PROD-00184,768,WH-IN-0818,WH-IN-0263,2025-09-10 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-001731,PROD-00897,115,WH-IN-0530,WH-IN-0550,2025-09-01 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001732,PROD-00115,862,WH-IN-0949,WH-IN-0346,2025-09-04 19:59:12,2025-09-07 19:59:12,Delivered
RSTK-001733,PROD-00769,995,WH-IN-0132,WH-IN-0755,2025-08-31 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-001734,PROD-00351,778,WH-IN-0559,WH-IN-0744,2025-09-03 19:59:12,2025-09-05 19:59:12,In Transit
RSTK-001735,PROD-00844,146,WH-IN-0935,WH-IN-0149,2025-09-05 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-001736,PROD-00423,295,WH-IN-0845,WH-IN-0917,2025-09-08 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-001737,PROD-00764,565,WH-IN-0023,WH-IN-0036,2025-09-03 19:59:12,2025-09-06 19:59:12,Delivered
RSTK-001738,PROD-00626,291,WH-IN-0088,WH-IN-0354,2025-09-11 19:59:12,2025-09-16 19:59:12,In Transit
RSTK-001739,PROD-00667,170,WH-IN-0099,WH-IN-0474,2025-09-04 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-001740,PROD-00793,373,WH-IN-0279,WH-IN-0205,2025-09-07 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-001741,PROD-00216,692,WH-IN-0562,WH-IN-0787,2025-09-07 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001742,PROD-00213,691,WH-IN-0453,WH-IN-0630,2025-09-08 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-001743,PROD-00784,791,WH-IN-0269,WH-IN-0311,2025-09-02 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-001744,PROD-00879,853,WH-IN-0940,WH-IN-0831,2025-09-10 19:59:12,2025-09-16 19:59:12,In Transit
RSTK-001745,PROD-00929,904,WH-IN-0484,WH-IN-0852,2025-09-01 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001746,PROD-00020,909,WH-IN-0791,WH-IN-0946,2025-09-03 19:59:12,2025-09-06 19:59:12,Delivered
RSTK-001747,PROD-00987,550,WH-IN-0648,WH-IN-0478,2025-09-09 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-001748,PROD-00462,660,WH-IN-0236,WH-IN-0218,2025-09-09 19:59:12,2025-09-19 19:59:12,Cancelled
RSTK-001749,PROD-00190,102,WH-IN-0728,WH-IN-0018,2025-09-03 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-001750,PROD-00558,222,WH-IN-0329,WH-IN-0161,2025-09-11 19:59:12,2025-09-20 19:59:12,Cancelled
RSTK-001751,PROD-00327,738,WH-IN-0457,WH-IN-0356,2025-09-08 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-001752,PROD-00837,383,WH-IN-0341,WH-IN-0969,2025-09-01 19:59:12,2025-09-02 19:59:12,Scheduled
RSTK-001753,PROD-00398,352,WH-IN-0098,WH-IN-0052,2025-09-03 19:59:12,2025-09-04 19:59:12,Delivered
