forecast_id,city_name,forecast_timestamp,report_generated_at,condition,temperature_celsius,humidity_percent,wind_speed_kph,visibility_km,precipitation_mm_per_hour,warnings_advisories
WTHR-0011944,Guna,2025-09-01 15:59:13,2025-08-29 19:18:13,Heavy rain,33.6,94,16.7,5.7,15.6,Heavy Rain Warning
WTHR-0011945,Serampore,2025-08-31 02:59:13,2025-08-29 19:54:13,Light rain,44.6,93,0.1,12.1,8.2,Heavy Rain Warning
WTHR-0011946,Kharagpur,2025-08-30 13:59:13,2025-08-29 19:22:13,Cloudy,35.8,77,30.1,0.9,0.0,None
WTHR-0011947,Bahraich,2025-08-30 16:59:13,2025-08-29 19:26:13,Thunderstorms,34.5,50,46.0,12.5,1.1,None
WTHR-0011948,Vadodara,2025-08-31 23:59:13,2025-08-29 19:25:13,Fog,39.9,71,17.7,1.6,0.0,Fog Advisory
WTHR-0011949,Tadipatri,2025-09-01 15:59:13,2025-08-29 19:13:13,Clear skies,25.1,76,31.6,13.8,0.0,None
WTHR-0011950,Madurai,2025-08-30 18:59:13,2025-08-29 19:27:13,Cloudy,44.1,33,39.9,4.0,0.0,Heat Wave Alert
WTHR-0011951,Hindupur,2025-08-30 09:59:13,2025-08-29 19:44:13,Partly cloudy,34.4,35,47.7,15.0,0.0,None
WTHR-0011952,Jamalpur,2025-08-30 10:59:13,2025-08-29 18:59:13,Fog,32.0,93,48.9,1.9,0.0,Fog Advisory
WTHR-0011953,Surat,2025-08-30 21:59:13,2025-08-29 19:45:13,Clear skies,36.6,52,37.9,19.2,0.0,None
WTHR-0011954,Mehsana,2025-08-31 01:59:13,2025-08-29 19:30:13,Partly cloudy,24.4,77,20.8,11.3,0.0,None
WTHR-0011955,Berhampore,2025-08-30 00:59:13,2025-08-29 19:05:13,Clear skies,26.4,58,34.5,7.0,0.0,None
WTHR-0011956,Aizawl,2025-08-31 14:59:13,2025-08-29 19:47:13,Cloudy,14.6,72,10.6,7.8,0.0,None
WTHR-0011957,Saharanpur,2025-08-31 01:59:13,2025-08-29 19:18:13,Light rain,36.7,59,32.8,1.9,14.8,Heavy Rain Warning
WTHR-0011958,Satna,2025-08-31 20:59:13,2025-08-29 19:59:13,Cloudy,19.2,60,44.6,13.9,0.0,None
WTHR-0011959,Asansol,2025-08-31 15:59:13,2025-08-29 19:09:13,Clear skies,20.8,93,45.1,10.5,0.0,None
WTHR-0011960,Thanjavur,2025-08-30 17:59:13,2025-08-29 19:12:13,Clear skies,15.8,60,37.9,14.1,0.0,None
WTHR-0011961,Kamarhati,2025-08-30 10:59:13,2025-08-29 19:53:13,Thunderstorms,39.1,93,21.9,3.5,12.9,Heavy Rain Warning
WTHR-0011962,Ratlam,2025-08-29 23:59:13,2025-08-29 19:58:13,Light rain,10.0,82,35.9,15.6,4.0,None
WTHR-0011963,Kochi,2025-09-01 18:59:13,2025-08-29 19:06:13,Thunderstorms,34.3,59,28.5,3.6,2.6,None
WTHR-0011964,Mira-Bhayandar,2025-08-29 20:59:13,2025-08-29 19:40:13,Clear skies,40.9,38,13.5,13.5,0.0,Heat Wave Alert
WTHR-0011965,Ulhasnagar,2025-08-31 07:59:13,2025-08-29 19:44:13,Cloudy,8.1,75,1.4,9.3,0.0,None
WTHR-0011966,Bettiah,2025-08-31 19:59:13,2025-08-29 19:53:13,Partly cloudy,26.0,91,31.9,9.5,0.0,None
WTHR-0011967,Nagaon,2025-08-31 23:59:13,2025-08-29 19:28:13,Thunderstorms,17.1,93,23.6,0.3,6.4,Heavy Rain Warning
WTHR-0011968,Jaipur,2025-08-30 11:59:13,2025-08-29 18:59:13,Partly cloudy,22.1,59,28.4,15.4,0.0,None
WTHR-0011969,Aizawl,2025-08-30 04:59:13,2025-08-29 19:09:13,Clear skies,35.9,61,31.2,2.9,0.0,None
WTHR-0011970,Warangal,2025-08-31 22:59:13,2025-08-29 19:41:13,Fog,7.1,31,31.2,0.2,0.0,Fog Advisory
WTHR-0011971,Gandhinagar,2025-09-01 13:59:13,2025-08-29 19:49:13,Light rain,35.6,95,26.3,12.4,0.2,None
WTHR-0011972,Anantapur,2025-08-30 15:59:13,2025-08-29 19:50:13,Fog,31.0,99,4.6,1.8,0.0,Fog Advisory
WTHR-0011973,Miryalaguda,2025-08-30 08:59:13,2025-08-29 19:27:13,Thunderstorms,10.8,88,45.3,10.3,6.8,Heavy Rain Warning
WTHR-0011974,Ramagundam,2025-08-31 04:59:13,2025-08-29 19:42:13,Partly cloudy,11.4,53,28.0,4.0,0.0,None
WTHR-0011975,Siwan,2025-08-31 11:59:13,2025-08-29 19:58:13,Fog,11.9,68,32.3,0.3,0.0,Fog Advisory
WTHR-0011976,Mango,2025-09-01 03:59:13,2025-08-29 19:55:13,Heavy rain,34.9,97,39.9,13.8,10.9,Heavy Rain Warning
WTHR-0011977,Jammu,2025-08-30 13:59:13,2025-08-29 19:23:13,Partly cloudy,10.6,35,6.2,9.8,0.0,None
WTHR-0011978,Nellore,2025-08-31 23:59:13,2025-08-29 19:19:13,Cloudy,42.0,93,20.7,0.6,0.0,Heat Wave Alert
WTHR-0011979,Karaikudi,2025-08-30 16:59:13,2025-08-29 19:09:13,Partly cloudy,7.1,41,27.8,17.6,0.0,None
WTHR-0011980,Jaipur,2025-08-30 04:59:13,2025-08-29 19:11:13,Clear skies,21.3,86,17.6,3.8,0.0,None
WTHR-0011981,Chittoor,2025-08-31 12:59:13,2025-08-29 19:58:13,Fog,33.6,92,15.2,0.9,0.0,Fog Advisory
WTHR-0011982,Sonipat,2025-08-30 05:59:13,2025-08-29 19:28:13,Thunderstorms,35.8,42,48.8,18.0,3.5,None
WTHR-0011983,Bangalore,2025-08-31 01:59:13,2025-08-29 19:29:13,Heavy rain,36.2,52,41.5,17.6,14.6,Heavy Rain Warning
WTHR-0011984,Shahjahanpur,2025-09-01 09:59:13,2025-08-29 19:58:13,Partly cloudy,15.5,49,48.1,2.9,0.0,None
WTHR-0011985,Sagar,2025-08-31 14:59:13,2025-08-29 19:20:13,Light rain,38.5,65,25.0,1.6,16.9,Heavy Rain Warning
WTHR-0011986,Hajipur,2025-08-30 04:59:13,2025-08-29 18:59:13,Thunderstorms,26.2,100,48.0,15.1,15.3,Heavy Rain Warning
WTHR-0011987,North Dumdum,2025-09-01 19:59:13,2025-08-29 19:48:13,Haze,35.6,92,4.6,2.0,0.0,Fog Advisory
WTHR-0011988,Rohtak,2025-08-30 06:59:13,2025-08-29 19:58:13,Partly cloudy,36.7,95,12.0,4.6,0.0,None
WTHR-0011989,Chandrapur,2025-08-30 08:59:13,2025-08-29 19:25:13,Cloudy,5.5,71,9.6,5.2,0.0,None
WTHR-0011990,Dehri,2025-09-01 16:59:13,2025-08-29 19:11:13,Light rain,38.5,34,20.4,7.0,2.4,None
WTHR-0011991,Madurai,2025-08-31 03:59:13,2025-08-29 19:52:13,Clear skies,23.5,68,45.3,10.8,0.0,None
WTHR-0011992,Kochi,2025-08-31 09:59:13,2025-08-29 19:27:13,Haze,38.3,55,43.7,1.5,0.0,Fog Advisory
WTHR-0011993,Machilipatnam,2025-08-31 17:59:13,2025-08-29 19:43:13,Heavy rain,27.9,77,48.9,4.5,5.7,Heavy Rain Warning
WTHR-0011994,Tirupati,2025-09-01 14:59:13,2025-08-29 19:47:13,Partly cloudy,16.1,44,34.4,13.7,0.0,None
WTHR-0011995,Delhi,2025-09-01 17:59:13,2025-08-29 19:42:13,Clear skies,37.6,74,15.0,13.9,0.0,None
WTHR-0011996,Imphal,2025-08-31 04:59:13,2025-08-29 19:40:13,Thunderstorms,21.8,70,15.0,4.7,12.0,Heavy Rain Warning
WTHR-0011997,Agartala,2025-08-30 23:59:13,2025-08-29 19:34:13,Cloudy,30.8,43,32.6,10.4,0.0,None
WTHR-0011998,New Delhi,2025-09-01 16:59:13,2025-08-29 19:56:13,Heavy rain,5.9,81,29.3,16.8,6.8,Heavy Rain Warning
WTHR-0011999,Panihati,2025-08-31 07:59:13,2025-08-29 19:28:13,Cloudy,34.3,68,21.6,6.5,0.0,None
WTHR-0012000,Korba,2025-08-30 15:59:13,2025-08-29 19:03:13,Thunderstorms,25.9,66,3.2,15.9,18.0,Heavy Rain Warning
WTHR-0012001,Jamshedpur,2025-09-01 19:59:13,2025-08-29 19:35:13,Haze,38.3,78,21.1,0.4,0.0,Fog Advisory
WTHR-0012002,Tinsukia,2025-08-31 06:59:13,2025-08-29 19:41:13,Thunderstorms,16.1,33,29.2,6.5,19.6,Heavy Rain Warning
WTHR-0012003,Motihari,2025-08-31 15:59:13,2025-08-29 19:42:13,Clear skies,11.1,55,13.7,3.4,0.0,None
WTHR-0012004,Gudivada,2025-08-30 03:59:13,2025-08-29 19:16:13,Heavy rain,41.6,87,20.0,16.9,2.9,Heat Wave Alert
WTHR-0012005,Ballia,2025-08-29 19:59:13,2025-08-29 19:16:13,Light rain,28.1,44,21.7,7.5,12.2,Heavy Rain Warning
WTHR-0012006,Vasai-Virar,2025-08-31 15:59:13,2025-08-29 19:33:13,Partly cloudy,35.6,46,8.4,13.9,0.0,None
WTHR-0012007,Jehanabad,2025-08-30 04:59:13,2025-08-29 19:23:13,Light rain,27.8,74,26.8,13.9,5.9,Heavy Rain Warning
WTHR-0012008,Thiruvananthapuram,2025-08-29 19:59:13,2025-08-29 19:19:13,Thunderstorms,15.2,94,46.8,7.2,9.3,Heavy Rain Warning
WTHR-0012009,Sangli-Miraj & Kupwad,2025-09-01 02:59:13,2025-08-29 19:33:13,Cloudy,27.3,75,16.3,15.2,0.0,None
WTHR-0012010,Sultan Pur Majra,2025-08-30 07:59:13,2025-08-29 19:06:13,Fog,24.9,46,14.0,1.2,0.0,Fog Advisory
WTHR-0012011,Patiala,2025-08-31 19:59:13,2025-08-29 19:31:13,Clear skies,42.8,62,18.7,6.9,0.0,Heat Wave Alert
WTHR-0012012,Panchkula,2025-08-31 11:59:13,2025-08-29 19:09:13,Clear skies,30.1,83,42.9,5.6,0.0,None
WTHR-0012013,Uluberia,2025-08-30 11:59:13,2025-08-29 19:17:13,Partly cloudy,6.8,33,30.5,12.9,0.0,None
WTHR-0012014,Motihari,2025-08-29 22:59:13,2025-08-29 19:03:13,Clear skies,17.7,76,1.0,0.9,0.0,None
WTHR-0012015,Rourkela,2025-08-31 14:59:13,2025-08-29 19:23:13,Heavy rain,5.2,34,36.3,0.3,18.8,Heavy Rain Warning
WTHR-0012016,Mau,2025-09-01 14:59:13,2025-08-29 19:07:13,Light rain,39.5,32,14.8,5.7,15.0,Heavy Rain Warning
WTHR-0012017,Noida,2025-08-31 11:59:13,2025-08-29 19:10:13,Partly cloudy,37.2,50,15.4,12.1,0.0,None
WTHR-0012018,Kulti,2025-08-31 22:59:13,2025-08-29 19:01:13,Heavy rain,15.3,83,45.1,6.0,12.1,Heavy Rain Warning
WTHR-0012019,Korba,2025-08-29 22:59:13,2025-08-29 19:15:13,Cloudy,15.8,70,0.9,18.5,0.0,None
WTHR-0012020,Muzaffarnagar,2025-08-30 12:59:13,2025-08-29 19:25:13,Haze,26.4,89,27.8,0.6,0.0,Fog Advisory
WTHR-0012021,Tiruchirappalli,2025-09-01 12:59:13,2025-08-29 19:27:13,Heavy rain,19.9,39,26.2,1.6,5.9,Heavy Rain Warning
WTHR-0012022,Alwar,2025-08-30 11:59:13,2025-08-29 19:59:13,Thunderstorms,24.1,42,12.9,16.8,7.6,Heavy Rain Warning
WTHR-0012023,Korba,2025-08-30 00:59:13,2025-08-29 19:26:13,Partly cloudy,15.9,62,26.5,19.1,0.0,None
WTHR-0012024,Kota,2025-08-31 08:59:13,2025-08-29 19:30:13,Light rain,44.6,47,18.6,17.0,5.4,Heavy Rain Warning
WTHR-0012025,Nellore,2025-08-30 08:59:13,2025-08-29 19:03:13,Partly cloudy,13.7,100,9.4,0.4,0.0,None
WTHR-0012026,Alwar,2025-08-31 00:59:13,2025-08-29 19:36:13,Heavy rain,7.4,58,9.6,7.6,15.4,Heavy Rain Warning
WTHR-0012027,Vadodara,2025-08-30 00:59:13,2025-08-29 19:26:13,Thunderstorms,24.8,42,33.4,18.0,13.0,Heavy Rain Warning
WTHR-0012028,Patna,2025-08-30 11:59:13,2025-08-29 19:28:13,Partly cloudy,30.5,52,22.8,6.2,0.0,None
WTHR-0012029,Secunderabad,2025-08-31 03:59:13,2025-08-29 19:33:13,Cloudy,20.4,51,47.0,17.9,0.0,None
WTHR-0012030,Amritsar,2025-08-31 11:59:13,2025-08-29 19:45:13,Partly cloudy,25.6,33,25.2,7.2,0.0,None
WTHR-0012031,Kishanganj,2025-08-31 08:59:13,2025-08-29 19:29:13,Light rain,27.6,86,0.4,13.9,16.9,Heavy Rain Warning
WTHR-0012032,Baranagar,2025-08-31 06:59:13,2025-08-29 19:26:13,Partly cloudy,20.6,79,21.3,4.2,0.0,None
WTHR-0012033,Sirsa,2025-08-30 01:59:13,2025-08-29 19:25:13,Thunderstorms,10.5,38,33.7,14.9,3.2,None
WTHR-0012034,Gurgaon,2025-08-30 14:59:13,2025-08-29 19:07:13,Cloudy,34.2,59,10.1,0.7,0.0,None
WTHR-0012035,Tadepalligudem,2025-08-30 14:59:13,2025-08-29 19:55:13,Light rain,30.5,89,22.9,6.2,5.5,Heavy Rain Warning
WTHR-0012036,Tumkur,2025-09-01 10:59:13,2025-08-29 19:35:13,Heavy rain,20.5,48,21.6,6.4,13.0,Heavy Rain Warning
WTHR-0012037,Jorhat,2025-08-30 03:59:13,2025-08-29 19:04:13,Cloudy,29.5,99,5.2,2.6,0.0,None
WTHR-0012038,Kakinada,2025-09-01 13:59:13,2025-08-29 19:33:13,Partly cloudy,27.4,88,20.8,7.6,0.0,None
WTHR-0012039,Ujjain,2025-08-30 05:59:13,2025-08-29 19:06:13,Partly cloudy,38.0,85,30.4,18.8,0.0,None
WTHR-0012040,Gaya,2025-08-30 06:59:13,2025-08-29 19:57:13,Light rain,30.9,56,30.5,7.3,16.2,Heavy Rain Warning
WTHR-0012041,Nellore,2025-08-30 08:59:13,2025-08-29 19:53:13,Cloudy,10.9,62,1.3,18.5,0.0,None
WTHR-0012042,Giridih,2025-09-01 17:59:13,2025-08-29 19:37:13,Cloudy,6.2,73,25.8,2.3,0.0,None
WTHR-0012043,Suryapet,2025-08-31 12:59:13,2025-08-29 19:38:13,Clear skies,11.7,57,0.1,3.7,0.0,None
WTHR-0012044,Bhind,2025-08-31 10:59:13,2025-08-29 19:19:13,Light rain,20.8,87,26.0,7.4,1.5,None
WTHR-0012045,Davanagere,2025-08-30 01:59:13,2025-08-29 19:13:13,Partly cloudy,36.2,96,15.8,8.7,0.0,None
WTHR-0012046,Mehsana,2025-08-31 14:59:13,2025-08-29 19:21:13,Thunderstorms,24.8,41,2.5,13.5,16.3,Heavy Rain Warning
WTHR-0012047,Thoothukudi,2025-08-31 17:59:13,2025-08-29 19:46:13,Light rain,14.3,89,7.8,15.1,10.5,Heavy Rain Warning
WTHR-0012048,Surendranagar Dudhrej,2025-08-30 13:59:13,2025-08-29 19:44:13,Clear skies,29.1,66,35.8,10.3,0.0,None
WTHR-0012049,Hindupur,2025-09-01 10:59:13,2025-08-29 19:25:13,Light rain,17.4,53,22.8,1.9,17.9,Heavy Rain Warning
WTHR-0012050,Berhampore,2025-08-31 00:59:13,2025-08-29 19:25:13,Thunderstorms,13.5,37,13.3,16.3,18.0,Heavy Rain Warning
WTHR-0012051,Bhubaneswar,2025-08-29 19:59:13,2025-08-29 19:19:13,Cloudy,19.6,49,21.6,18.3,0.0,None
WTHR-0012052,Nangloi Jat,2025-09-01 04:59:13,2025-08-29 19:05:13,Cloudy,28.8,83,9.0,4.5,0.0,None
WTHR-0012053,Bhusawal,2025-08-31 19:59:13,2025-08-29 19:29:13,Light rain,25.6,87,3.3,2.1,17.7,Heavy Rain Warning
WTHR-0012054,Belgaum,2025-08-31 16:59:13,2025-08-29 19:16:13,Partly cloudy,21.6,49,10.4,19.0,0.0,None
WTHR-0012055,Surendranagar Dudhrej,2025-09-01 10:59:13,2025-08-29 19:18:13,Light rain,13.0,63,43.8,17.8,9.3,Heavy Rain Warning
WTHR-0012056,Haridwar,2025-08-31 00:59:13,2025-08-29 19:41:13,Light rain,18.8,68,41.4,20.0,0.9,None
WTHR-0012057,Howrah,2025-08-29 23:59:13,2025-08-29 19:43:13,Partly cloudy,22.7,33,47.5,13.4,0.0,None
WTHR-0012058,Dhule,2025-08-30 14:59:13,2025-08-29 19:22:13,Clear skies,40.5,58,24.3,7.4,0.0,Heat Wave Alert
WTHR-0012059,Ballia,2025-08-30 18:59:13,2025-08-29 18:59:13,Thunderstorms,32.9,31,6.6,15.6,19.7,Heavy Rain Warning
WTHR-0012060,Vadodara,2025-08-30 20:59:13,2025-08-29 19:15:13,Cloudy,11.1,77,30.1,5.9,0.0,None
WTHR-0012061,Amritsar,2025-09-01 12:59:13,2025-08-29 19:03:13,Partly cloudy,37.2,76,44.6,13.7,0.0,None
WTHR-0012062,Rourkela,2025-08-31 03:59:13,2025-08-29 19:22:13,Fog,7.4,86,30.2,0.3,0.0,Fog Advisory
WTHR-0012063,Warangal,2025-09-01 13:59:13,2025-08-29 19:49:13,Cloudy,37.0,61,33.2,8.2,0.0,None
WTHR-0012064,Sambalpur,2025-08-30 11:59:13,2025-08-29 19:01:13,Thunderstorms,13.1,77,31.5,0.8,1.5,None
WTHR-0012065,Ajmer,2025-08-31 07:59:13,2025-08-29 19:51:13,Partly cloudy,5.5,93,26.5,11.4,0.0,None
WTHR-0012066,Rewa,2025-08-30 01:59:13,2025-08-29 19:19:13,Cloudy,27.9,74,10.1,8.8,0.0,None
WTHR-0012067,Chandrapur,2025-08-30 12:59:13,2025-08-29 19:43:13,Clear skies,25.4,65,5.7,15.8,0.0,None
WTHR-0012068,Barasat,2025-08-30 20:59:13,2025-08-29 19:25:13,Clear skies,19.2,96,11.4,11.2,0.0,None
WTHR-0012069,Raiganj,2025-08-30 17:59:13,2025-08-29 19:42:13,Partly cloudy,37.2,56,14.6,0.3,0.0,None
WTHR-0012070,Hospet,2025-09-01 04:59:13,2025-08-29 19:28:13,Partly cloudy,32.2,49,33.8,18.2,0.0,None
WTHR-0012071,Akola,2025-08-31 23:59:13,2025-08-29 19:20:13,Partly cloudy,11.9,73,22.6,15.4,0.0,None
WTHR-0012072,Tenali,2025-08-31 12:59:13,2025-08-29 19:30:13,Partly cloudy,14.7,73,24.1,13.5,0.0,None
WTHR-0012073,Howrah,2025-09-01 00:59:13,2025-08-29 19:07:13,Clear skies,7.3,62,21.5,18.2,0.0,None
WTHR-0012074,Malegaon,2025-09-01 19:59:13,2025-08-29 19:56:13,Thunderstorms,42.3,68,3.4,19.9,18.6,Heavy Rain Warning
WTHR-0012075,Fatehpur,2025-08-30 22:59:13,2025-08-29 19:54:13,Clear skies,35.5,65,42.5,4.6,0.0,None
WTHR-0012076,Burhanpur,2025-08-30 10:59:13,2025-08-29 19:18:13,Light rain,44.0,82,27.4,7.8,17.8,Heavy Rain Warning
WTHR-0012077,Kamarhati,2025-08-30 09:59:13,2025-08-29 18:59:13,Cloudy,7.9,72,13.5,13.0,0.0,None
WTHR-0012078,Amravati,2025-08-31 00:59:13,2025-08-29 19:12:13,Partly cloudy,18.3,49,9.6,6.3,0.0,None
WTHR-0012079,Barasat,2025-08-31 09:59:13,2025-08-29 19:04:13,Cloudy,27.5,48,0.5,15.5,0.0,None
WTHR-0012080,Tadepalligudem,2025-08-31 10:59:13,2025-08-29 19:01:13,Clear skies,12.3,86,37.3,1.7,0.0,None
WTHR-0012081,Warangal,2025-08-31 10:59:13,2025-08-29 19:23:13,Cloudy,32.6,77,8.2,1.1,0.0,None
WTHR-0012082,Patiala,2025-08-31 06:59:13,2025-08-29 19:25:13,Thunderstorms,38.1,30,16.0,7.5,10.3,Heavy Rain Warning
WTHR-0012083,Coimbatore,2025-08-31 02:59:13,2025-08-29 19:56:13,Clear skies,42.4,53,16.5,17.2,0.0,Heat Wave Alert
WTHR-0012084,Lucknow,2025-08-31 15:59:13,2025-08-29 19:01:13,Light rain,8.5,67,38.7,3.8,2.3,None
WTHR-0012085,Bathinda,2025-08-30 15:59:13,2025-08-29 19:12:13,Clear skies,23.2,94,0.3,19.8,0.0,None
WTHR-0012086,Mau,2025-08-30 10:59:13,2025-08-29 19:55:13,Clear skies,14.2,42,24.2,13.6,0.0,None
WTHR-0012087,Jabalpur,2025-09-01 18:59:13,2025-08-29 19:39:13,Cloudy,23.7,60,38.4,9.3,0.0,None
WTHR-0012088,Asansol,2025-08-31 01:59:13,2025-08-29 19:35:13,Light rain,42.7,100,16.2,16.0,6.3,Heavy Rain Warning
WTHR-0012089,Amroha,2025-09-01 18:59:13,2025-08-29 19:05:13,Cloudy,21.8,100,34.3,7.2,0.0,None
WTHR-0012090,Nellore,2025-08-31 01:59:13,2025-08-29 19:02:13,Heavy rain,30.5,46,24.1,16.4,6.8,Heavy Rain Warning
WTHR-0012091,Sonipat,2025-08-30 07:59:13,2025-08-29 19:14:13,Cloudy,28.5,77,7.2,2.0,0.0,None
WTHR-0012092,Bharatpur,2025-08-30 09:59:13,2025-08-29 19:44:13,Cloudy,20.9,47,33.7,9.2,0.0,None
WTHR-0012093,Gulbarga,2025-08-31 02:59:13,2025-08-29 19:46:13,Light rain,21.0,89,39.1,0.6,8.4,Heavy Rain Warning
WTHR-0012094,Danapur,2025-08-31 13:59:13,2025-08-29 19:49:13,Fog,34.2,31,32.0,0.5,0.0,Fog Advisory
WTHR-0012095,Nagaon,2025-08-30 23:59:13,2025-08-29 19:41:13,Heavy rain,16.2,93,40.2,13.1,15.8,Heavy Rain Warning
WTHR-0012096,Bikaner,2025-08-31 01:59:13,2025-08-29 19:56:13,Partly cloudy,15.0,82,13.4,12.3,0.0,None
WTHR-0012097,Bhubaneswar,2025-08-31 17:59:13,2025-08-29 19:14:13,Clear skies,40.7,83,7.4,14.0,0.0,Heat Wave Alert
WTHR-0012098,Panchkula,2025-08-31 20:59:13,2025-08-29 19:05:13,Thunderstorms,19.3,91,0.1,11.3,4.0,None
WTHR-0012099,Rampur,2025-08-30 06:59:13,2025-08-29 19:03:13,Light rain,6.5,87,29.2,1.2,8.8,Heavy Rain Warning
WTHR-0012100,Farrukhabad,2025-08-29 21:59:13,2025-08-29 19:54:13,Partly cloudy,37.6,49,12.8,18.5,0.0,None
WTHR-0012101,New Delhi,2025-08-29 23:59:13,2025-08-29 19:44:13,Light rain,36.9,38,16.1,15.0,3.3,None
WTHR-0012102,Rampur,2025-09-01 15:59:13,2025-08-29 19:11:13,Light rain,38.8,98,17.7,6.8,3.9,None
WTHR-0012103,Phagwara,2025-08-30 19:59:13,2025-08-29 19:39:13,Heavy rain,28.2,35,29.5,12.3,0.6,None
WTHR-0012104,Erode,2025-09-01 14:59:13,2025-08-29 19:56:13,Partly cloudy,9.9,73,39.4,13.0,0.0,None
WTHR-0012105,Nellore,2025-08-30 21:59:13,2025-08-29 19:44:13,Clear skies,26.2,93,1.0,16.1,0.0,None
WTHR-0012106,Hajipur,2025-08-31 12:59:13,2025-08-29 19:06:13,Partly cloudy,42.2,36,2.0,16.2,0.0,Heat Wave Alert
WTHR-0012107,Amroha,2025-08-30 11:59:13,2025-08-29 19:39:13,Cloudy,26.2,73,41.3,1.4,0.0,None
WTHR-0012108,Satna,2025-08-31 07:59:13,2025-08-29 19:26:13,Haze,18.3,50,21.7,0.6,0.0,Fog Advisory
WTHR-0012109,Shimla,2025-08-31 15:59:13,2025-08-29 19:08:13,Fog,21.4,71,7.8,1.9,0.0,Fog Advisory
WTHR-0012110,Kanpur,2025-08-30 05:59:13,2025-08-29 19:23:13,Cloudy,23.8,37,18.3,13.3,0.0,None
WTHR-0012111,Kirari Suleman Nagar,2025-08-31 13:59:13,2025-08-29 19:36:13,Cloudy,38.7,60,36.1,16.3,0.0,None
WTHR-0012112,Narasaraopet,2025-09-01 06:59:13,2025-08-29 19:42:13,Partly cloudy,34.7,54,42.5,19.0,0.0,None
WTHR-0012113,Satna,2025-08-31 10:59:13,2025-08-29 19:45:13,Thunderstorms,19.1,78,19.5,3.3,1.4,None
WTHR-0012114,Barasat,2025-08-31 08:59:13,2025-08-29 19:12:13,Partly cloudy,31.4,61,42.9,9.0,0.0,None
WTHR-0012115,Barasat,2025-09-01 01:59:13,2025-08-29 19:00:13,Light rain,30.7,49,31.0,14.6,12.1,Heavy Rain Warning
WTHR-0012116,Amroha,2025-08-30 01:59:13,2025-08-29 19:32:13,Light rain,25.2,85,36.1,19.5,16.6,Heavy Rain Warning
WTHR-0012117,Jaunpur,2025-08-30 06:59:13,2025-08-29 19:39:13,Partly cloudy,9.1,71,4.6,12.0,0.0,None
WTHR-0012118,Dharmavaram,2025-09-01 16:59:13,2025-08-29 19:43:13,Cloudy,34.9,48,2.6,15.7,0.0,None
WTHR-0012119,Kamarhati,2025-08-31 02:59:13,2025-08-29 19:59:13,Partly cloudy,27.4,81,17.1,15.7,0.0,None
WTHR-0012120,Kulti,2025-08-30 16:59:13,2025-08-29 19:54:13,Haze,39.4,69,45.1,1.7,0.0,Fog Advisory
WTHR-0012121,New Delhi,2025-08-31 12:59:13,2025-08-29 19:11:13,Clear skies,25.8,43,46.3,9.3,0.0,None
WTHR-0012122,Siwan,2025-08-30 17:59:13,2025-08-29 19:57:13,Partly cloudy,14.9,67,7.8,9.8,0.0,None
WTHR-0012123,Nagaon,2025-09-01 08:59:13,2025-08-29 19:41:13,Light rain,29.6,41,22.9,9.4,20.0,Heavy Rain Warning
WTHR-0012124,North Dumdum,2025-08-30 19:59:13,2025-08-29 19:09:13,Haze,28.4,39,0.5,0.9,0.0,Fog Advisory
WTHR-0012125,Surendranagar Dudhrej,2025-08-31 17:59:13,2025-08-29 19:25:13,Cloudy,11.5,50,27.0,1.9,0.0,None
WTHR-0012126,Karaikudi,2025-08-31 08:59:13,2025-08-29 19:23:13,Light rain,6.0,71,3.8,3.6,9.6,Heavy Rain Warning
WTHR-0012127,Dhanbad,2025-09-01 10:59:13,2025-08-29 19:52:13,Cloudy,14.2,100,12.1,14.4,0.0,None
WTHR-0012128,Proddatur,2025-08-31 21:59:13,2025-08-29 19:01:13,Partly cloudy,24.4,43,41.1,8.5,0.0,None
WTHR-0012129,Vijayanagaram,2025-08-31 21:59:13,2025-08-29 19:09:13,Fog,27.5,47,21.7,0.9,0.0,Fog Advisory
WTHR-0012130,Chapra,2025-08-30 16:59:13,2025-08-29 19:57:13,Heavy rain,8.0,49,44.6,12.0,4.3,None
WTHR-0012131,Kumbakonam,2025-08-31 11:59:13,2025-08-29 19:57:13,Cloudy,30.3,93,44.6,9.0,0.0,None
WTHR-0012132,Junagadh,2025-09-01 07:59:13,2025-08-29 19:33:13,Heavy rain,10.4,86,40.9,2.2,16.9,Heavy Rain Warning
WTHR-0012133,Tirunelveli,2025-08-31 06:59:13,2025-08-29 19:10:13,Partly cloudy,37.9,45,23.1,19.4,0.0,None
WTHR-0012134,Tirunelveli,2025-08-30 10:59:13,2025-08-29 19:49:13,Partly cloudy,18.7,49,41.5,9.4,0.0,None
WTHR-0012135,Kottayam,2025-08-30 18:59:13,2025-08-29 19:54:13,Light rain,10.2,64,9.2,9.6,1.3,None
WTHR-0012136,Bihar Sharif,2025-08-30 22:59:13,2025-08-29 19:57:13,Thunderstorms,28.7,62,37.0,4.0,8.9,Heavy Rain Warning
WTHR-0012137,Satna,2025-08-30 09:59:13,2025-08-29 19:24:13,Clear skies,25.3,56,32.2,11.0,0.0,None
WTHR-0012138,Aurangabad,2025-09-01 08:59:13,2025-08-29 19:13:13,Partly cloudy,24.4,75,49.9,2.2,0.0,None
WTHR-0012139,Shivpuri,2025-08-30 15:59:13,2025-08-29 19:10:13,Heavy rain,31.7,59,30.3,9.5,0.6,None
