route_id,origin_location_id,destination_location_id,base_distance_km,base_cost_per_kg_km,average_transit_time_days_standard
46593-36297,LOC-IN-46593,LOC-IN-36297,1177,0.00085,8
19271-43192,LOC-IN-19271,LOC-IN-43192,1820,0.000181,4
29412-29232,LOC-IN-29412,LOC-IN-29232,1701,0.000448,6
01140-42962,LOC-IN-01140,LOC-IN-42962,375,0.000703,8
17559-34071,LOC-IN-17559,LOC-IN-34071,1527,0.000497,1
18716-47053,LOC-IN-18716,LOC-IN-47053,2467,0.000627,6
46342-09228,LOC-IN-46342,LOC-IN-09228,2275,0.000129,8
45145-39556,LOC-IN-45145,LOC-IN-39556,1062,0.000714,2
39226-02982,LOC-IN-39226,LOC-IN-02982,227,0.000258,6
39374-34072,LOC-IN-39374,LOC-IN-34072,2678,0.000906,5
05537-44660,LOC-IN-05537,LOC-IN-44660,928,0.0004,6
18121-35054,LOC-IN-18121,LOC-IN-35054,1241,0.000441,6
00532-43808,LOC-IN-00532,LOC-IN-43808,540,0.000816,5
40515-09107,LOC-IN-40515,LOC-IN-09107,2478,0.000617,8
27039-15832,LOC-IN-27039,LOC-IN-15832,1447,0.000943,1
08547-00032,LOC-IN-08547,LOC-IN-00032,2203,0.000158,8
04710-31597,LOC-IN-04710,LOC-IN-31597,699,0.000692,8
33856-48274,LOC-IN-33856,LOC-IN-48274,1413,0.000421,5
47131-35065,LOC-IN-47131,LOC-IN-35065,2044,0.00053,7
15929-26165,LOC-IN-15929,LOC-IN-26165,319,0.000668,10
43991-19510,LOC-IN-43991,LOC-IN-19510,2702,0.000344,4
45777-09976,LOC-IN-45777,LOC-IN-09976,637,0.000672,5
48725-28508,LOC-IN-48725,LOC-IN-28508,535,0.000338,8
09464-34407,LOC-IN-09464,LOC-IN-34407,1972,0.000899,7
25493-04153,LOC-IN-25493,LOC-IN-04153,2488,0.000303,8
48959-41577,LOC-IN-48959,LOC-IN-41577,1224,0.000793,1
36522-33674,LOC-IN-36522,LOC-IN-33674,1441,0.000526,9
13419-13555,LOC-IN-13419,LOC-IN-13555,1660,0.000107,9
34267-17290,LOC-IN-34267,LOC-IN-17290,2243,0.000255,6
33749-05380,LOC-IN-33749,LOC-IN-05380,143,0.000284,5
11535-40057,LOC-IN-11535,LOC-IN-40057,246,0.000188,10
45846-32958,LOC-IN-45846,LOC-IN-32958,1449,0.000694,9
49013-03925,LOC-IN-49013,LOC-IN-03925,2184,0.000564,9
11783-38210,LOC-IN-11783,LOC-IN-38210,1303,0.000812,8
42559-37662,LOC-IN-42559,LOC-IN-37662,620,0.000253,4
08476-44699,LOC-IN-08476,LOC-IN-44699,450,0.000118,10
36636-36227,LOC-IN-36636,LOC-IN-36227,2728,0.00082,3
28952-11701,LOC-IN-28952,LOC-IN-11701,1922,0.000175,2
13596-27426,LOC-IN-13596,LOC-IN-27426,2512,0.000421,1
37727-01563,LOC-IN-37727,LOC-IN-01563,855,0.000241,9
08468-43628,LOC-IN-08468,LOC-IN-43628,1917,0.000161,8
40981-06765,LOC-IN-40981,LOC-IN-06765,1398,0.00041,8
20564-44958,LOC-IN-20564,LOC-IN-44958,1499,0.000941,2
03501-39911,LOC-IN-03501,LOC-IN-39911,1996,0.000528,2
12627-44576,LOC-IN-12627,LOC-IN-44576,1461,0.000482,1
28776-26555,LOC-IN-28776,LOC-IN-26555,1379,0.000918,1
07979-02338,LOC-IN-07979,LOC-IN-02338,386,0.000285,2
12159-26483,LOC-IN-12159,LOC-IN-26483,1712,0.000653,5
21856-35642,LOC-IN-21856,LOC-IN-35642,2705,0.00077,8
45387-33184,LOC-IN-45387,LOC-IN-33184,1238,0.000134,1
15086-49339,LOC-IN-15086,LOC-IN-49339,1509,0.00065,5
35018-26979,LOC-IN-35018,LOC-IN-26979,972,0.000523,3
49401-13555,LOC-IN-49401,LOC-IN-13555,2170,0.000545,7
03139-15785,LOC-IN-03139,LOC-IN-15785,2659,0.000945,8
42535-40290,LOC-IN-42535,LOC-IN-40290,593,0.000925,7
08377-03767,LOC-IN-08377,LOC-IN-03767,226,0.000641,1
08137-08312,LOC-IN-08137,LOC-IN-08312,580,0.000146,3
31236-03143,LOC-IN-31236,LOC-IN-03143,964,0.000929,8
22557-25041,LOC-IN-22557,LOC-IN-25041,675,0.000582,9
04533-16266,LOC-IN-04533,LOC-IN-16266,1774,0.000728,4
08847-17574,LOC-IN-08847,LOC-IN-17574,1389,0.000381,1
01431-22566,LOC-IN-01431,LOC-IN-22566,2078,0.000826,7
18369-26474,LOC-IN-18369,LOC-IN-26474,1320,0.000313,8
14129-49463,LOC-IN-14129,LOC-IN-49463,802,0.000755,1
43746-22699,LOC-IN-43746,LOC-IN-22699,1213,0.000674,6
04971-10743,LOC-IN-04971,LOC-IN-10743,2101,0.000682,6
23592-00393,LOC-IN-23592,LOC-IN-00393,1276,0.000148,8
19222-05323,LOC-IN-19222,LOC-IN-05323,751,0.000994,9
10260-44667,LOC-IN-10260,LOC-IN-44667,2742,0.000175,3
37194-17855,LOC-IN-37194,LOC-IN-17855,2555,0.000453,7
36102-29006,LOC-IN-36102,LOC-IN-29006,2797,0.0004,4
29097-21744,LOC-IN-29097,LOC-IN-21744,2155,0.000664,5
09618-34709,LOC-IN-09618,LOC-IN-34709,1083,0.000845,6
21999-16044,LOC-IN-21999,LOC-IN-16044,485,0.000521,9
47011-30289,LOC-IN-47011,LOC-IN-30289,1088,0.000335,8
20793-23412,LOC-IN-20793,LOC-IN-23412,1672,0.000995,6
00377-20199,LOC-IN-00377,LOC-IN-20199,2897,0.00089,9
19906-25093,LOC-IN-19906,LOC-IN-25093,1406,0.000348,4
06172-44830,LOC-IN-06172,LOC-IN-44830,2572,0.000285,2
17323-39081,LOC-IN-17323,LOC-IN-39081,929,0.000883,4
21813-37355,LOC-IN-21813,LOC-IN-37355,1538,0.000964,1
25933-42425,LOC-IN-25933,LOC-IN-42425,342,0.000435,2
22299-12793,LOC-IN-22299,LOC-IN-12793,1441,0.000112,8
25821-37790,LOC-IN-25821,LOC-IN-37790,115,0.000651,10
01154-09485,LOC-IN-01154,LOC-IN-09485,2436,0.000831,10
23708-34490,LOC-IN-23708,LOC-IN-34490,1602,0.000234,4
48387-12629,LOC-IN-48387,LOC-IN-12629,1448,0.000516,4
41935-40263,LOC-IN-41935,LOC-IN-40263,851,0.000113,5
07315-32849,LOC-IN-07315,LOC-IN-32849,1674,0.000236,1
32261-32041,LOC-IN-32261,LOC-IN-32041,1838,0.000262,2
34111-02611,LOC-IN-34111,LOC-IN-02611,2811,0.000306,10
40237-09218,LOC-IN-40237,LOC-IN-09218,335,0.000814,8
32015-29143,LOC-IN-32015,LOC-IN-29143,1180,0.000595,7
03563-19088,LOC-IN-03563,LOC-IN-19088,1324,0.000244,9
42318-47651,LOC-IN-42318,LOC-IN-47651,1260,0.000708,5
38835-40757,LOC-IN-38835,LOC-IN-40757,616,0.000411,9
41309-32348,LOC-IN-41309,LOC-IN-32348,601,0.000251,4
44570-28169,LOC-IN-44570,LOC-IN-28169,324,0.000175,6
02064-46570,LOC-IN-02064,LOC-IN-46570,1526,0.000817,3
39371-26835,LOC-IN-39371,LOC-IN-26835,2478,0.000197,10
08226-30975,LOC-IN-08226,LOC-IN-30975,2407,0.000145,6
44299-44177,LOC-IN-44299,LOC-IN-44177,2406,0.000302,9
31961-10483,LOC-IN-31961,LOC-IN-10483,903,0.000234,7
30517-11397,LOC-IN-30517,LOC-IN-11397,518,0.000409,9
10643-42307,LOC-IN-10643,LOC-IN-42307,1408,0.000164,4
29820-12037,LOC-IN-29820,LOC-IN-12037,728,0.000516,8
18137-09756,LOC-IN-18137,LOC-IN-09756,2219,0.000511,5
18411-42078,LOC-IN-18411,LOC-IN-42078,1687,0.000557,6
41970-33300,LOC-IN-41970,LOC-IN-33300,2239,0.000771,9
26317-49856,LOC-IN-26317,LOC-IN-49856,2810,0.000702,2
11351-40320,LOC-IN-11351,LOC-IN-40320,2301,0.00082,7
39998-08229,LOC-IN-39998,LOC-IN-08229,611,0.00093,7
44287-48332,LOC-IN-44287,LOC-IN-48332,1526,0.00044,2
24650-11353,LOC-IN-24650,LOC-IN-11353,193,0.000332,5
05206-49241,LOC-IN-05206,LOC-IN-49241,784,0.000127,5
43269-06559,LOC-IN-43269,LOC-IN-06559,278,0.000395,10
06068-16590,LOC-IN-06068,LOC-IN-16590,2797,0.000487,2
14852-37306,LOC-IN-14852,LOC-IN-37306,1392,0.000963,5
08354-23167,LOC-IN-08354,LOC-IN-23167,2004,0.000701,6
08598-33450,LOC-IN-08598,LOC-IN-33450,2858,0.000843,7
40117-35120,LOC-IN-40117,LOC-IN-35120,2374,0.00085,5
44184-10799,LOC-IN-44184,LOC-IN-10799,2786,0.000313,6
34435-41872,LOC-IN-34435,LOC-IN-41872,624,0.000378,1
49642-26607,LOC-IN-49642,LOC-IN-26607,1075,0.000893,2
38667-19213,LOC-IN-38667,LOC-IN-19213,370,0.000562,7
24374-23337,LOC-IN-24374,LOC-IN-23337,2701,0.000157,7
47634-35422,LOC-IN-47634,LOC-IN-35422,941,0.000103,1
28746-07823,LOC-IN-28746,LOC-IN-07823,852,0.00054,2
20548-21515,LOC-IN-20548,LOC-IN-21515,1410,0.000114,7
38043-07669,LOC-IN-38043,LOC-IN-07669,1380,0.000912,5
43053-18928,LOC-IN-43053,LOC-IN-18928,550,0.000141,4
18363-26343,LOC-IN-18363,LOC-IN-26343,1889,0.000748,10
41925-35631,LOC-IN-41925,LOC-IN-35631,2607,0.000116,3
36052-04907,LOC-IN-36052,LOC-IN-04907,913,0.000584,7
06185-49109,LOC-IN-06185,LOC-IN-49109,1028,0.000835,7
32378-07474,LOC-IN-32378,LOC-IN-07474,612,0.000195,1
41038-16035,LOC-IN-41038,LOC-IN-16035,2083,0.000477,2
06070-26092,LOC-IN-06070,LOC-IN-26092,266,0.000364,5
05218-00472,LOC-IN-05218,LOC-IN-00472,2537,0.000621,7
00235-16617,LOC-IN-00235,LOC-IN-16617,2912,0.000198,10
40130-48604,LOC-IN-40130,LOC-IN-48604,2711,0.000779,7
26591-20201,LOC-IN-26591,LOC-IN-20201,2940,0.000326,10
39629-42648,LOC-IN-39629,LOC-IN-42648,1356,0.000707,5
48542-13286,LOC-IN-48542,LOC-IN-13286,2278,0.000474,2
32395-36558,LOC-IN-32395,LOC-IN-36558,2137,0.000968,10
27721-47459,LOC-IN-27721,LOC-IN-47459,2567,0.000788,8
05721-25133,LOC-IN-05721,LOC-IN-25133,415,0.000463,10
49903-05982,LOC-IN-49903,LOC-IN-05982,2731,0.000974,9
05828-29326,LOC-IN-05828,LOC-IN-29326,2439,0.000657,7
11528-44996,LOC-IN-11528,LOC-IN-44996,2481,0.000386,5
38320-21436,LOC-IN-38320,LOC-IN-21436,1666,0.000222,4
49129-39699,LOC-IN-49129,LOC-IN-39699,2275,0.000559,8
30626-03321,LOC-IN-30626,LOC-IN-03321,1785,0.000553,8
43012-03319,LOC-IN-43012,LOC-IN-03319,1665,0.000559,3
25880-35185,LOC-IN-25880,LOC-IN-35185,1132,0.00033,5
12396-12735,LOC-IN-12396,LOC-IN-12735,1613,0.000728,3
39031-40780,LOC-IN-39031,LOC-IN-40780,1812,0.000743,10
19036-05503,LOC-IN-19036,LOC-IN-05503,1014,0.000114,8
38372-39831,LOC-IN-38372,LOC-IN-39831,2685,0.000887,7
28221-08891,LOC-IN-28221,LOC-IN-08891,1938,0.000589,7
16181-20038,LOC-IN-16181,LOC-IN-20038,390,0.000228,8
43654-38694,LOC-IN-43654,LOC-IN-38694,1087,0.000967,4
31870-35217,LOC-IN-31870,LOC-IN-35217,2946,0.000947,6
23115-49968,LOC-IN-23115,LOC-IN-49968,1186,0.000549,4
48145-27478,LOC-IN-48145,LOC-IN-27478,942,0.000162,9
49390-21987,LOC-IN-49390,LOC-IN-21987,446,0.000874,3
18380-11973,LOC-IN-18380,LOC-IN-11973,2781,0.000781,4
29720-37534,LOC-IN-29720,LOC-IN-37534,2257,0.000459,5
31679-48979,LOC-IN-31679,LOC-IN-48979,1576,0.000868,3
38086-40057,LOC-IN-38086,LOC-IN-40057,1717,0.00069,10
49845-26507,LOC-IN-49845,LOC-IN-26507,426,0.000517,6
00272-16799,LOC-IN-00272,LOC-IN-16799,2377,0.000106,8
37740-21360,LOC-IN-37740,LOC-IN-21360,2308,0.000298,2
27836-05902,LOC-IN-27836,LOC-IN-05902,2457,0.000946,10
04779-35822,LOC-IN-04779,LOC-IN-35822,2379,0.000622,5
10356-20873,LOC-IN-10356,LOC-IN-20873,363,0.000147,9
25307-48472,LOC-IN-25307,LOC-IN-48472,1811,0.000168,1
00016-09998,LOC-IN-00016,LOC-IN-09998,1798,0.000961,4
41583-18595,LOC-IN-41583,LOC-IN-18595,2788,0.000541,7
18044-35555,LOC-IN-18044,LOC-IN-35555,2818,0.000601,3
00669-49887,LOC-IN-00669,LOC-IN-49887,1577,0.000434,6
28927-08934,LOC-IN-28927,LOC-IN-08934,1651,0.000811,1
05560-13912,LOC-IN-05560,LOC-IN-13912,1992,0.00092,1
38792-23397,LOC-IN-38792,LOC-IN-23397,2246,0.000323,1
18007-36531,LOC-IN-18007,LOC-IN-36531,1110,0.000217,10
49279-39933,LOC-IN-49279,LOC-IN-39933,760,0.000153,2
20030-45096,LOC-IN-20030,LOC-IN-45096,2171,0.000861,1
22445-08425,LOC-IN-22445,LOC-IN-08425,1030,0.000365,4
27649-43436,LOC-IN-27649,LOC-IN-43436,1424,0.000508,8
32883-02641,LOC-IN-32883,LOC-IN-02641,982,0.000965,9
10739-37030,LOC-IN-10739,LOC-IN-37030,1108,0.000482,6
19114-15995,LOC-IN-19114,LOC-IN-15995,184,0.000965,10
49990-34441,LOC-IN-49990,LOC-IN-34441,406,0.000286,5
27290-16372,LOC-IN-27290,LOC-IN-16372,1509,0.000926,1
05211-15444,LOC-IN-05211,LOC-IN-15444,1838,0.000424,9
14215-34392,LOC-IN-14215,LOC-IN-34392,705,0.000516,7
03564-23978,LOC-IN-03564,LOC-IN-23978,2046,0.000293,3
07536-20618,LOC-IN-07536,LOC-IN-20618,2944,0.000121,3
37815-47293,LOC-IN-37815,LOC-IN-47293,2217,0.00032,9
17922-05386,LOC-IN-17922,LOC-IN-05386,2559,0.000767,7
46147-35720,LOC-IN-46147,LOC-IN-35720,252,0.000958,2
09928-40901,LOC-IN-09928,LOC-IN-40901,896,0.000185,10
24090-07817,LOC-IN-24090,LOC-IN-07817,2904,0.000776,10
19189-13948,LOC-IN-19189,LOC-IN-13948,2210,0.000112,1
46815-15881,LOC-IN-46815,LOC-IN-15881,2844,0.000182,8
40519-36792,LOC-IN-40519,LOC-IN-36792,1806,0.000538,10
05554-27773,LOC-IN-05554,LOC-IN-27773,2966,0.000458,9
47809-46121,LOC-IN-47809,LOC-IN-46121,2196,0.000659,2
29682-41214,LOC-IN-29682,LOC-IN-41214,1657,0.00052,10
17170-36660,LOC-IN-17170,LOC-IN-36660,366,0.000387,10
22799-14988,LOC-IN-22799,LOC-IN-14988,2589,0.000528,4
07866-47105,LOC-IN-07866,LOC-IN-47105,2081,0.000593,10
31398-23104,LOC-IN-31398,LOC-IN-23104,821,0.000752,8
48452-25542,LOC-IN-48452,LOC-IN-25542,2629,0.000287,2
20210-03769,LOC-IN-20210,LOC-IN-03769,1048,0.000682,4
27684-22402,LOC-IN-27684,LOC-IN-22402,1796,0.00076,8
24105-48069,LOC-IN-24105,LOC-IN-48069,1791,0.000702,9
18765-19823,LOC-IN-18765,LOC-IN-19823,1494,0.000369,1
17046-44106,LOC-IN-17046,LOC-IN-44106,988,0.000896,3
09254-40982,LOC-IN-09254,LOC-IN-40982,1418,0.000567,2
23216-25756,LOC-IN-23216,LOC-IN-25756,1236,0.00076,9
00006-40925,LOC-IN-00006,LOC-IN-40925,2530,0.000912,8
43189-45644,LOC-IN-43189,LOC-IN-45644,1570,0.000616,8
22501-18248,LOC-IN-22501,LOC-IN-18248,661,0.000255,4
18799-21205,LOC-IN-18799,LOC-IN-21205,2784,0.000669,5
35472-31280,LOC-IN-35472,LOC-IN-31280,523,0.000869,8
36625-18230,LOC-IN-36625,LOC-IN-18230,1519,0.000305,8
31635-29247,LOC-IN-31635,LOC-IN-29247,1571,0.000299,2
09479-30852,LOC-IN-09479,LOC-IN-30852,1571,0.000506,8
34621-31486,LOC-IN-34621,LOC-IN-31486,774,0.000144,4
09327-08470,LOC-IN-09327,LOC-IN-08470,661,0.000639,2
14416-14115,LOC-IN-14416,LOC-IN-14115,2921,0.000635,2
13109-37788,LOC-IN-13109,LOC-IN-37788,1997,0.000373,6
44285-41591,LOC-IN-44285,LOC-IN-41591,2440,0.000558,4
23671-45638,LOC-IN-23671,LOC-IN-45638,192,0.000675,6
21718-36746,LOC-IN-21718,LOC-IN-36746,368,0.000115,9
39750-03019,LOC-IN-39750,LOC-IN-03019,423,0.000722,9
37652-12313,LOC-IN-37652,LOC-IN-12313,2908,0.000681,5
19026-21159,LOC-IN-19026,LOC-IN-21159,1074,0.000591,10
11878-13562,LOC-IN-11878,LOC-IN-13562,737,0.000206,2
03253-46843,LOC-IN-03253,LOC-IN-46843,2073,0.000882,3
09234-41285,LOC-IN-09234,LOC-IN-41285,2338,0.000671,9
19519-23528,LOC-IN-19519,LOC-IN-23528,1899,0.000881,1
25301-18858,LOC-IN-25301,LOC-IN-18858,1254,0.00013,1
19556-49426,LOC-IN-19556,LOC-IN-49426,1543,0.000598,3
05340-39716,LOC-IN-05340,LOC-IN-39716,1982,0.000447,7
02665-42312,LOC-IN-02665,LOC-IN-42312,1305,0.000211,3
38696-24914,LOC-IN-38696,LOC-IN-24914,2553,0.000323,2
27097-22162,LOC-IN-27097,LOC-IN-22162,815,0.000447,10
40511-25587,LOC-IN-40511,LOC-IN-25587,1100,0.000938,5
33984-21518,LOC-IN-33984,LOC-IN-21518,2925,0.000708,2
27526-04036,LOC-IN-27526,LOC-IN-04036,2014,0.000276,10
05979-21564,LOC-IN-05979,LOC-IN-21564,213,0.000989,8
08177-38225,LOC-IN-08177,LOC-IN-38225,1356,0.000529,8
04863-39942,LOC-IN-04863,LOC-IN-39942,1839,0.000545,10
29541-26859,LOC-IN-29541,LOC-IN-26859,862,0.000654,4
01377-02990,LOC-IN-01377,LOC-IN-02990,1350,0.000274,6
12309-42936,LOC-IN-12309,LOC-IN-42936,1349,0.000489,3
31520-16860,LOC-IN-31520,LOC-IN-16860,899,0.000352,9
18359-30967,LOC-IN-18359,LOC-IN-30967,184,0.000858,5
23511-32979,LOC-IN-23511,LOC-IN-32979,254,0.00044,10
45231-34286,LOC-IN-45231,LOC-IN-34286,1719,0.000689,6
43370-09447,LOC-IN-43370,LOC-IN-09447,1797,0.000733,1
35955-03887,LOC-IN-35955,LOC-IN-03887,1193,0.000498,10
16287-27191,LOC-IN-16287,LOC-IN-27191,194,0.000905,8
07491-07170,LOC-IN-07491,LOC-IN-07170,610,0.000431,10
33285-35295,LOC-IN-33285,LOC-IN-35295,1047,0.000183,1
45686-00280,LOC-IN-45686,LOC-IN-00280,1991,0.000517,4
16700-25863,LOC-IN-16700,LOC-IN-25863,2781,0.000305,7
24134-35541,LOC-IN-24134,LOC-IN-35541,797,0.000325,8
05710-34892,LOC-IN-05710,LOC-IN-34892,1284,0.000532,10
36187-32127,LOC-IN-36187,LOC-IN-32127,670,0.000423,8
36121-40338,LOC-IN-36121,LOC-IN-40338,288,0.00036,5
43261-12482,LOC-IN-43261,LOC-IN-12482,2266,0.000573,4
27264-35103,LOC-IN-27264,LOC-IN-35103,2475,0.000828,1
03397-35028,LOC-IN-03397,LOC-IN-35028,210,0.000386,6
17953-26925,LOC-IN-17953,LOC-IN-26925,2881,0.000772,10
43310-44935,LOC-IN-43310,LOC-IN-44935,2485,0.000971,3
16733-13239,LOC-IN-16733,LOC-IN-13239,318,0.000951,3
45161-07874,LOC-IN-45161,LOC-IN-07874,1507,0.000704,3
13747-10142,LOC-IN-13747,LOC-IN-10142,1926,0.000409,3
07289-01940,LOC-IN-07289,LOC-IN-01940,1984,0.000103,8
25133-13575,LOC-IN-25133,LOC-IN-13575,2625,0.000896,7
25262-14777,LOC-IN-25262,LOC-IN-14777,1047,0.000411,4
30884-39647,LOC-IN-30884,LOC-IN-39647,1599,0.000248,3
21002-15594,LOC-IN-21002,LOC-IN-15594,2142,0.000982,3
35257-31423,LOC-IN-35257,LOC-IN-31423,1924,0.000466,8
13688-07950,LOC-IN-13688,LOC-IN-07950,2209,0.000481,6
45943-24048,LOC-IN-45943,LOC-IN-24048,518,0.000911,1
48124-10779,LOC-IN-48124,LOC-IN-10779,2708,0.000349,9
42477-19307,LOC-IN-42477,LOC-IN-19307,1969,0.000518,3
48250-22280,LOC-IN-48250,LOC-IN-22280,391,0.000126,3
38140-09575,LOC-IN-38140,LOC-IN-09575,1936,0.000355,5
20252-29264,LOC-IN-20252,LOC-IN-29264,753,0.000524,4
15321-22619,LOC-IN-15321,LOC-IN-22619,243,0.000752,4
48674-32694,LOC-IN-48674,LOC-IN-32694,2701,0.000674,9
16735-19555,LOC-IN-16735,LOC-IN-19555,2303,0.000659,3
41563-10146,LOC-IN-41563,LOC-IN-10146,1998,0.000931,10
37583-49417,LOC-IN-37583,LOC-IN-49417,2497,0.000559,5
13083-16682,LOC-IN-13083,LOC-IN-16682,1437,0.000869,8
09362-08469,LOC-IN-09362,LOC-IN-08469,2807,0.00014,10
25555-21770,LOC-IN-25555,LOC-IN-21770,2811,0.000366,1
21233-25782,LOC-IN-21233,LOC-IN-25782,1347,0.000414,7
46933-29291,LOC-IN-46933,LOC-IN-29291,733,0.000849,10
30584-27969,LOC-IN-30584,LOC-IN-27969,1461,0.000198,6
21718-36432,LOC-IN-21718,LOC-IN-36432,1935,0.000306,5
22643-18494,LOC-IN-22643,LOC-IN-18494,2025,0.000683,10
22391-06347,LOC-IN-22391,LOC-IN-06347,1607,0.000151,10
38762-43918,LOC-IN-38762,LOC-IN-43918,1618,0.000798,3
23830-45679,LOC-IN-23830,LOC-IN-45679,2055,0.000861,1
17068-06835,LOC-IN-17068,LOC-IN-06835,793,0.00068,7
15480-13877,LOC-IN-15480,LOC-IN-13877,2628,0.000415,7
46314-41533,LOC-IN-46314,LOC-IN-41533,689,0.000251,4
21175-09981,LOC-IN-21175,LOC-IN-09981,2520,0.000264,8
33969-28501,LOC-IN-33969,LOC-IN-28501,2697,0.000465,8
48939-33325,LOC-IN-48939,LOC-IN-33325,1768,0.000603,6
12846-13459,LOC-IN-12846,LOC-IN-13459,995,0.000277,7
22711-10666,LOC-IN-22711,LOC-IN-10666,1291,0.00056,3
39941-33269,LOC-IN-39941,LOC-IN-33269,1336,0.00037,4
29671-35262,LOC-IN-29671,LOC-IN-35262,1785,0.000985,10
48429-14142,LOC-IN-48429,LOC-IN-14142,1599,0.000766,9
11905-21721,LOC-IN-11905,LOC-IN-21721,2635,0.000615,3
29545-35939,LOC-IN-29545,LOC-IN-35939,724,0.000158,10
29993-17470,LOC-IN-29993,LOC-IN-17470,1052,0.000927,3
44927-18566,LOC-IN-44927,LOC-IN-18566,462,0.000565,4
22134-12020,LOC-IN-22134,LOC-IN-12020,704,0.000973,1
23495-13750,LOC-IN-23495,LOC-IN-13750,447,0.000666,6
19213-36129,LOC-IN-19213,LOC-IN-36129,133,0.000488,3
05393-35711,LOC-IN-05393,LOC-IN-35711,1323,0.00058,2
22244-45200,LOC-IN-22244,LOC-IN-45200,2319,0.000607,3
26075-04470,LOC-IN-26075,LOC-IN-04470,745,0.000969,8
01319-06147,LOC-IN-01319,LOC-IN-06147,2044,0.000851,1
22799-14473,LOC-IN-22799,LOC-IN-14473,2767,0.000589,1
20852-24027,LOC-IN-20852,LOC-IN-24027,657,0.000628,9
34044-21944,LOC-IN-34044,LOC-IN-21944,709,0.000115,9
18740-11397,LOC-IN-18740,LOC-IN-11397,1302,0.000111,9
43434-01970,LOC-IN-43434,LOC-IN-01970,2635,0.000625,8
26981-47400,LOC-IN-26981,LOC-IN-47400,669,0.00053,2
40415-42288,LOC-IN-40415,LOC-IN-42288,1885,0.000705,10
36900-43832,LOC-IN-36900,LOC-IN-43832,2358,0.000684,3
25634-28102,LOC-IN-25634,LOC-IN-28102,2193,0.000306,8
16786-40879,LOC-IN-16786,LOC-IN-40879,1298,0.000494,5
12181-13274,LOC-IN-12181,LOC-IN-13274,2774,0.000855,9
05711-18980,LOC-IN-05711,LOC-IN-18980,301,0.000291,4
06511-09101,LOC-IN-06511,LOC-IN-09101,364,0.00061,3
17566-08243,LOC-IN-17566,LOC-IN-08243,2589,0.00089,1
20253-19060,LOC-IN-20253,LOC-IN-19060,2545,0.000423,1
10250-46158,LOC-IN-10250,LOC-IN-46158,1543,0.000974,9
32814-49405,LOC-IN-32814,LOC-IN-49405,1330,0.00029,8
46709-33092,LOC-IN-46709,LOC-IN-33092,716,0.000728,1
22293-21781,LOC-IN-22293,LOC-IN-21781,849,0.000124,6
23113-11878,LOC-IN-23113,LOC-IN-11878,2375,0.00056,6
23560-42888,LOC-IN-23560,LOC-IN-42888,941,0.000621,6
43346-29434,LOC-IN-43346,LOC-IN-29434,961,0.00091,3
28165-49516,LOC-IN-28165,LOC-IN-49516,2094,0.000171,4
14027-22795,LOC-IN-14027,LOC-IN-22795,2217,0.00057,9
03680-14810,LOC-IN-03680,LOC-IN-14810,1198,0.000624,1
31894-04701,LOC-IN-31894,LOC-IN-04701,747,0.000349,6
32350-37980,LOC-IN-32350,LOC-IN-37980,2861,0.000744,9
29752-07372,LOC-IN-29752,LOC-IN-07372,666,0.000734,9
23765-41034,LOC-IN-23765,LOC-IN-41034,1627,0.000737,7
15232-09141,LOC-IN-15232,LOC-IN-09141,1011,0.000797,2
22726-30822,LOC-IN-22726,LOC-IN-30822,419,0.000225,7
09872-02437,LOC-IN-09872,LOC-IN-02437,998,0.000631,1
48655-20946,LOC-IN-48655,LOC-IN-20946,2605,0.000471,7
11510-48316,LOC-IN-11510,LOC-IN-48316,1148,0.000721,10
38779-03789,LOC-IN-38779,LOC-IN-03789,2812,0.000878,8
23376-08161,LOC-IN-23376,LOC-IN-08161,1491,0.000281,3
25104-06009,LOC-IN-25104,LOC-IN-06009,1626,0.000999,7
46890-36581,LOC-IN-46890,LOC-IN-36581,1965,0.000329,8
18874-33763,LOC-IN-18874,LOC-IN-33763,2004,0.000877,5
36148-44859,LOC-IN-36148,LOC-IN-44859,303,0.000449,7
18206-44454,LOC-IN-18206,LOC-IN-44454,419,0.000294,3
25233-17307,LOC-IN-25233,LOC-IN-17307,1734,0.000282,7
13892-26326,LOC-IN-13892,LOC-IN-26326,2406,0.000537,1
11392-07981,LOC-IN-11392,LOC-IN-07981,2975,0.000932,10
23325-15212,LOC-IN-23325,LOC-IN-15212,2929,0.000179,8
16063-12832,LOC-IN-16063,LOC-IN-12832,2206,0.000421,1
18606-23093,LOC-IN-18606,LOC-IN-23093,474,0.000861,4
25330-03678,LOC-IN-25330,LOC-IN-03678,158,0.000316,5
42467-00167,LOC-IN-42467,LOC-IN-00167,859,0.000387,2
44851-46575,LOC-IN-44851,LOC-IN-46575,760,0.000282,5
36669-48155,LOC-IN-36669,LOC-IN-48155,1191,0.000581,2
09791-16291,LOC-IN-09791,LOC-IN-16291,1199,0.000886,9
15837-16677,LOC-IN-15837,LOC-IN-16677,1395,0.000527,9
14911-18310,LOC-IN-14911,LOC-IN-18310,785,0.000341,4
09036-41298,LOC-IN-09036,LOC-IN-41298,1546,0.000723,7
45037-06370,LOC-IN-45037,LOC-IN-06370,1466,0.000884,9
15627-23454,LOC-IN-15627,LOC-IN-23454,2948,0.000368,7
19935-12389,LOC-IN-19935,LOC-IN-12389,1609,0.000714,1
